系统架构师（大数据方向）,北京易玖生态环境有限公司,3-5万/月,临汾,5-7年经验,本科,招2人,05-20发布,五险一金|弹性工作|餐饮补贴|交通补贴|绩效奖金|定期体检
数据工程师（LT13whx）,北京东方国信科技股份有限公司,0.5-1万/月,西安,1年经验,本科,招2人,05-12发布,五险一金|年终奖金|定期体检|专业培训
JAVA软件开发工程师,新蛋信息技术（西安）有限公司,0.6-1.2万/月,西安,2年经验,招若干人,05-13发布,英语良好,五险一金|补充医疗保险|员工旅游|餐饮补贴|专业培训|出国机会|绩效奖金|年终奖金|弹性工作|定期体检
直聘法务1年经验,西安云选智能科技有限公司,3-4.5千/月,西安-新城区,1年经验,大专,招2人,05-12发布,
Java中级开发工程师（质量分析管理平台）,通力凯顿（北京）系统集成有限公司,0.8-2万/月,西安,2年经验,本科,招1人,05-13发布,五险一金|补充医疗保险|餐饮补贴|弹性工作|定期体检
IT售前工程师,西安和瑞智能科技有限公司,6-8千/月,西安-雁塔区,3-4年经验,本科,招3人,05-13发布,五险一金|周末双休|定期体检|员工旅游|年终奖金
数据分析师,北京蝉鸣信息科技有限公司,0.8-1万/月,西安-雁塔区,3-4年经验,本科,招1人,05-13发布,五险一金|绩效奖金|节日福利|加班补贴|餐饮补贴|周末双休|弹性工作|带薪年假|专业培训|定期体检
人事主管,西安君润大数据科技有限公司,4-6千/月,西安-雁塔区,2年经验,大专,招1人,04-26发布,五险一金|员工旅游|出国机会|绩效奖金|补充医疗保险|专业培训
WebGL研发工程师,西安速度时空大数据科技有限公司,1-1.5万/月,西安-雁塔区,2年经验,本科,招2人,05-09发布,五险一金|补充医疗保险|专业培训|年终奖金
人事专员,西安君润大数据科技有限公司,4-8千/月,西安-雁塔区,1年经验,大专,招2人,04-26发布,五险一金|员工旅游|出国机会|绩效奖金|补充医疗保险
信息经理/总监,伯图大数据管理有限公司西安分公司,1-2万/月,西安-高新技术产业开发区,5-7年经验,本科,招1人,05-15发布,
业务员,西安君润大数据科技有限公司,4-8千/月,西安-雁塔区,无工作经验,大专,招10人,05-16发布,五险一金|员工旅游|出国机会|绩效奖金|补充医疗保险|专业培训|弹性工作
产品专员,西安君润大数据科技有限公司,4-8千/月,西安-雁塔区,1年经验,大专,招10人,05-16发布,五险一金|员工旅游|出国机会|绩效奖金|补充医疗保险|专业培训|弹性工作
售前工程师,紫光陕数大数据有限公司,0.7-1.2万/月,西安-西咸新区,8-9年经验,本科,招2人,05-17发布,五险一金|弹性工作|定期体检|交通补贴|通讯补贴
系统集成项目经理,紫光陕数大数据有限公司,0.8-1万/月,西安-西咸新区,5-7年经验,本科,招2人,05-17发布,五险一金|交通补贴|餐饮补贴|员工旅游|通讯补贴|专业培训|年终奖金|定期体检
Java高级开发工程师(职位编号：000423),紫光陕数大数据有限公司,1.7-3万/月,西安-雁塔区,10年以上经验,本科,招2人,05-17发布,五险一金|交通补贴|餐饮补贴|员工旅游|通讯补贴|专业培训|年终奖金|定期体检
销售经理,紫光陕数大数据有限公司,6-8千/月,西安-西咸新区,3-4年经验,本科,招2人,05-17发布,五险一金|交通补贴|餐饮补贴|员工旅游|通讯补贴|专业培训|年终奖金|定期体检
机器算法工程师,紫光陕数大数据有限公司,2-2.5万/月,西安-西咸新区,无工作经验,硕士,招2人,05-17发布,五险一金|交通补贴|餐饮补贴|员工旅游|通讯补贴|专业培训|年终奖金|定期体检
系统集成工程师,紫光陕数大数据有限公司,0.8-1万/月,西安-西咸新区,无工作经验,本科,招2人,05-17发布,五险一金|弹性工作|定期体检|交通补贴|通讯补贴
行政专员,紫光陕数大数据有限公司,4.5-6千/月,西安-西咸新区,无工作经验,本科,招1人,05-17发布,五险一金|交通补贴|餐饮补贴|员工旅游|通讯补贴|专业培训|年终奖金|定期体检
地图制图员,西安速度时空大数据科技有限公司,3.5-6千/月,西安-雁塔区,2年经验,大专,招10人,05-19发布,五险一金|补充医疗保险|专业培训|年终奖金
房产销售+无责3K+就近分配+贝壳,陕西贝壳闹海房地产经纪有限公司,0.6-1万/月,西安-雁塔区,无工作经验,高中,招10人,05-20发布,绩效奖金|节日福利|专业培训|弹性工作|带薪年假
二手房中介+高提成+就近分配,陕西贝壳闹海房地产经纪有限公司,0.6-1万/月,西安-雁塔区,无工作经验,高中,招10人,05-20发布,绩效奖金|节日福利|专业培训|弹性工作|带薪年假
房产销售+无责3000+社保+高提成+链家,陕西贝壳闹海房地产经纪有限公司,4-8千/月,西安-高新技术产业开发区,无工作经验,大专,招10人,05-20发布,绩效奖金|节日福利|专业培训|弹性工作|带薪年假|五险一金
房产销售+无责3K+提成+出国游,陕西贝壳闹海房地产经纪有限公司,6-8千/月,西安-雁塔区,无工作经验,高中,招10人,05-20发布,绩效奖金|节日福利|专业培训|弹性工作|带薪年假
二手房门店经理+高提成收入+贝壳,陕西贝壳闹海房地产经纪有限公司,1-1.5万/月,西安-高新技术产业开发区,3-4年经验,高中,招3人,05-20发布,绩效奖金|节日福利|专业培训|弹性工作|带薪年假
二手房中介+高提成高底薪,陕西贝壳闹海房地产经纪有限公司,0.8-1万/月,西安-灞桥区,2年经验,高中,招5人,05-20发布,绩效奖金|节日福利|专业培训|弹性工作|带薪年假
二手房中介+就近分配+无责底薪,陕西贝壳闹海房地产经纪有限公司,6-8千/月,西安-高新技术产业开发区,无工作经验,高中,招10人,05-20发布,绩效奖金|节日福利|专业培训|弹性工作|带薪年假
房产中介+高提成+无责3K,陕西贝壳闹海房地产经纪有限公司,6-8千/月,西安-高新技术产业开发区,1年经验,高中,招9人,05-20发布,绩效奖金|节日福利|专业培训|弹性工作|带薪年假
置业顾问+就近分配+高提成收入,陕西贝壳闹海房地产经纪有限公司,0.6-1万/月,西安-雁塔区,2年经验,中专,招9人,05-20发布,绩效奖金|节日福利|专业培训|弹性工作|带薪年假
无责3K+二手房中介+社保+链家,陕西贝壳闹海房地产经纪有限公司,0.5-1万/月,西安-高新技术产业开发区,1年经验,大专,招8人,05-20发布,绩效奖金|节日福利|专业培训|弹性工作|带薪年假
平安普惠客户经理,平安普惠投资咨询有限公司陕西分公司,0.6-1.5万/月,西安-雁塔区,无工作经验,大专,招6人,05-20发布,绩效奖金|年终奖金|员工旅游|补充公积金|专业培训|补充医疗保险|五险一金|定期体检|弹性工作|出国机会
平安普惠客户专员,平安普惠投资咨询有限公司陕西分公司,0.6-2万/月,西安-雁塔区,无工作经验,大专,招6人,05-20发布,绩效奖金|年终奖金|员工旅游|补充公积金|专业培训|补充医疗保险|五险一金|定期体检|弹性工作|出国机会
电控设计,陕西通家汽车股份有限公司,0.6-1万/月,西安,3-4年经验,本科,招2人,03-25发布,五险一金|餐饮补贴|绩效奖金|交通补贴|免费班车
售前工程师,浪潮（北京）电子信息产业有限公司,1.5-3万/月,北京-海淀区,5-7年经验,本科,招若干人,03-26发布,
云服务产品销售经理,西安诺嘉信息科技有限公司,20-30万/年,西安-未央区,3-4年经验,本科,招1人,03-28发布,员工旅游|交通补贴|餐饮补贴|通讯补贴|专业培训|年终奖金|绩效奖金
总经理,西安影视数据评估中心有限公司,40-80万/年,西安-曲江文化新区,10年以上经验,本科,招1人,03-30发布,
高薪诚聘销售团队经理,中国平安人寿保险股份有限公司陕西分公司,1-1.5万/月,西安,1年经验,大专,招3人,04-04发布,做五休二|周末双休|弹性工作|带薪年假|节日福利|专业培训
建筑机电信息化管理产品专员,陕西汉鼎建筑装饰工程有限公司,4.5-6千/月,西安-碑林区,无工作经验,大专,招3人,05-20发布,
商学院教师,西安思源学院,3-4.5千/月,西安-灞桥区,3-4年经验,硕士,招1人,04-01发布,五险一金|免费班车|定期体检|周末双休|寒暑假
项目经理,西安盈达信息科技有限公司,1-1.5万/月,西安-雁塔区,5-7年经验,本科,招3人,05-20发布,五险一金|专业培训|年终奖金|周末双休
数据仓库工程师,西安盈达信息科技有限公司,0.8-1.5万/月,西安-雁塔区,3-4年经验,本科,招4人,05-20发布,五险一金|专业培训|年终奖金|周末双休
贝壳房产经理+专人带训,西安链家宝业房地产经纪有限公司,6-8千/月,西安-新城区,2年经验,大专,招7人,05-20发布,专业培训|绩效奖金|定期体检|年终奖金|专人带训
房产经纪人 储备店经理,陕西贝壳闹海房地产经纪有限公司,6-9千/月,西安-灞桥区,无工作经验,大专,招3人,05-20发布,弹性工作|带薪年假|五险一金|节日福利|专业培训
房产经纪人 储备店经理,陕西贝壳闹海房地产经纪有限公司,1-1.5万/月,西安-灞桥区,1年经验,本科,招2人,05-20发布,
无责底薪3000/房产顾问,西安链家宝业房地产经纪有限公司第二十二分公司,3-4.5千/月,西安,无工作经验,大专,招12人,04-19发布,五险一金|弹性工作|带薪年假|绩效奖金|节日福利|专业培训|交通补贴|互助金|海外游|团建
DBA工程师,西安鼎力信息技术有限责任公司,1.5-2.5万/月,西安-未央区,5-7年经验,大专,招2人,04-20发布,五险一金|绩效奖金|员工旅游|周末双休|餐饮补贴|免费班车
中国平安急聘优才储备主管,中国平安人寿保险股份有限公司陕西分公司,0.8-1万/月,西安-未央区,无工作经验,高中,招5人,04-20发布,
Java高级开发工程师,西安好乐互娱文化传播有限责任公司,1.2-1.8万/月,西安-曲江文化新区,5-7年经验,本科,招2人,04-22发布,五险一金|补充医疗保险|弹性工作
实习生/管培生,中国汽车技术研究中心数据资源中心,1-1千/月,天津-东丽区,无工作经验,硕士,招若干人,04-23发布,
聘销售顾问 月薪过万不是梦,西安链家宝业房地产经纪有限公司第十一分公司,6-8千/月,西安-莲湖区,无工作经验,大专,招5人,04-23发布,
销售顾问(职位编号：004),西安天辰优创科技有限公司,0.5-2万/月,西安-国家民用航天产业基地,1年经验,大专,招5人,04-24发布,周末双休|弹性工作|带薪年假|五险一金|绩效奖金|全勤奖|节日福利|专业培训|交通补贴|通讯补贴
数据分析专员,优酷网络技术（北京）有限公司,3-6千/月,西安-曲江文化新区,1年经验,本科,招3人,04-24发布,五险一金|专业培训|绩效奖金|定期体检|带薪年假|餐饮补贴|夜班补助
Java架构师,中软国际科技服务有限公司,2.5-3万/月,西安-雁塔区,8-9年经验,大专,招1人,04-26发布,
影视数据公司总经理,西安电视剧版权交易中心有限公司,40-80万/年,西安-雁塔区,10年以上经验,本科,招1人,04-26发布,五险一金|交通补贴|餐饮补贴|通讯补贴|绩效奖金|定期体检
碑林区房地产销售/链家,西安链家总部,4.5-6千/月,西安,无工作经验,大专,招5人,05-16发布,五险一金|弹性工作|带薪年假|高温补贴|专业培训|节日福利|绩效奖金
高新区链家房地产销售/无责底薪3000,西安链家总部,4.5-6千/月,西安,无工作经验,大专,招5人,05-16发布,五险一金|弹性工作|带薪年假|高温补贴|专业培训|节日福利|绩效奖金
AI算法应用研发工程师,华为技术有限公司,2-2.5万/月,西安,3-4年经验,硕士,招2人,05-17发布,五险一金|免费班车|年终奖金|绩效奖金|弹性工作|定期体检
Java-中间件开发,西安华炎信息科技有限公司,1-1.5万/月,杭州-滨江区,3-4年经验,本科,招若干人,05-17发布,五险一金|员工旅游|餐饮补贴|年终奖金|定期体检
数据分析BI,西安华炎信息科技有限公司,1.5-2万/月,杭州-滨江区,3-4年经验,本科,招若干人,05-17发布,五险一金|员工旅游|餐饮补贴|年终奖金|定期体检
销售经理,西安正保网络科技有限公司,1.5-2万/月,西安-高新技术产业开发区,3-4年经验,本科,招3人,04-26发布,五险一金|通讯补贴|弹性工作|定期体检|年终奖金|交通补贴|全勤奖|项目奖金|高额提成|团队建设
音频工程师,华为技术有限公司,1.5-2万/月,西安-高新技术产业开发区,3-4年经验,本科,招3人,05-17发布,五险一金|员工旅游|定期体检|年终奖金
Java-风控,西安华炎信息科技有限公司,1.5-2万/月,杭州-滨江区,5-7年经验,本科,招若干人,05-17发布,五险一金|员工旅游|餐饮补贴|年终奖金|定期体检
版权法务主管,西安电视剧版权交易中心有限公司,6-10万/年,西安-曲江文化新区,3-4年经验,本科,招1人,04-26发布,
Web前端开发工程师,西安华炎信息科技有限公司,1.5-2万/月,杭州-滨江区,3-4年经验,本科,招若干人,05-17发布,五险一金|员工旅游|餐饮补贴|年终奖金|定期体检
AI网络在线客服,中国平安人寿保险股份有限公司陕西分公司,4.5-6千/月,西安-雁塔区,无工作经验,大专,招6人,04-27发布,周末双休|弹性工作|节日福利|专业培训|全勤奖|绩效奖金|五险一金|带薪年假|降温取暖费|无责任底薪
产品总监,西安华创人力资源管理咨询有限公司,2.5-4万/月,杭州-拱墅区,5-7年经验,本科,招1人,04-29发布,定期体检|专业培训|员工旅游|交通补贴|绩效奖金|年终奖金|五险一金|通讯补贴|餐饮补贴
西安-Java高级软件研发工程师,广州粤境通供应链管理有限公司,1.2-2万/月,西安-长安区,5-7年经验,本科,招2人,04-29发布,五险一金|补充医疗保险|绩效奖金|弹性工作|定期体检
研发主管/经理,西安华创人力资源管理咨询有限公司,1.5-2万/月,北京-海淀区,5-7年经验,本科,招3人,04-29发布,五险一金|专业培训|员工旅游|年终奖金|定期体检|弹性工作|交通补贴|绩效奖金
售前工程师,三盟科技股份有限公司,0.8-1.2万/月,西安,2年经验,本科,招1人,04-30发布,五险一金|年终奖金|弹性工作|绩效奖金|交通补贴|通讯补贴|专业培训|周末双休|带薪年假
Java后端服务开发-西安-HXY(职位编号：NavInfo001888),北京四维图新科技股份有限公司,1.2-1.6万/月,西安-雁塔区,3-4年经验,本科,招3人,05-02发布,五险一金|补充医疗保险|免费班车|年终奖金|餐饮补贴|弹性工作|定期体检|通讯补贴|专业培训
预先研究员,西安华创人力资源管理咨询有限公司,27-30万/年,北京-石景山区,2年经验,硕士,招1人,04-29发布,五险一金|专业培训|员工旅游|年终奖金|定期体检|弹性工作|交通补贴|绩效奖金
前端工程师(职位编号：TAIJI000746),太极计算机股份有限公司,0.7-1.3万/月,西安-雁塔区,2年经验,本科,招2人,05-05发布,五险一金|补充医疗保险|绩效奖金|交通补贴|餐饮补贴|弹性工作|定期体检|14薪
IT项目规划主任工程师（西安总部）(J11070),隆基绿能科技股份有限公司,2.3-3万/月,西安-经济技术开发区,8-9年经验,本科,招1人,05-05发布,五险一金|交通补贴|通讯补贴|年终奖金|带薪年假|节日福利|出差补贴|免费班车|餐饮补贴|500强
高级开发工程师,陕西嘉惠碧海电子科技有限公司,0.8-2万/月,西安-未央区,3-4年经验,本科,招3人,05-05发布,五险一金|员工旅游|交通补贴|绩效奖金|年终奖金|高温补贴|年底双薪|节日福利
院校合作经理,上海海迪信息科技有限公司,0.8-2万/月,西安-高新技术产业开发区,无工作经验,大专,招若干人,05-06发布,五险一金|员工旅游|带薪年假|年终双薪|节日福利|年终奖金|定期体检|绩效奖金
版权经理人(职位编号：03),西安电视剧版权交易中心有限公司,6-10万/年,西安-曲江文化新区,2年经验,硕士,招1人,05-08发布,
高级Java开发工程师,北京蝉鸣信息科技有限公司,1-1.5万/月,西安-雁塔区,5-7年经验,本科,招2人,05-07发布,五险一金|绩效奖金|节日福利|加班补贴|餐饮补贴|周末双休|弹性工作|带薪年假|专业培训|定期体检
数据分析师,北京易玖生态环境有限公司,1-2万/月,西安-经济技术开发区,3-4年经验,硕士,招2人,05-17发布,五险一金|弹性工作|餐饮补贴|交通补贴|绩效奖金|定期体检
浐灞链家/储备干部/房产店长,西安链家宝业房地产经纪有限公司第五十六分公司,6-8千/月,西安-灞桥区,无工作经验,大专,招15人,05-17发布,弹性工作|带薪年假|五险一金|节日福利|专业培训|高温补贴|交通补贴|一对一帮扶|定时团建|不定时旅游
平安普惠信贷销售专员,平安普惠投资咨询有限公司陕西分公司,0.8-1.5万/月,西安-雁塔区,无工作经验,大专,招4人,05-17发布,绩效奖金|年终奖金|员工旅游|补充公积金|专业培训|补充医疗保险|五险一金|定期体检|弹性工作|出国机会
平安普惠信贷销售专员,平安普惠投资咨询有限公司陕西分公司,0.8-1.5万/月,西安-雁塔区,无工作经验,大专,招4人,05-17发布,绩效奖金|年终奖金|员工旅游|补充公积金|专业培训|补充医疗保险|五险一金|定期体检|弹性工作|出国机会
平安普惠客户专员,平安普惠投资咨询有限公司陕西分公司,0.6-1.5万/月,西安-雁塔区,无工作经验,大专,招6人,05-17发布,绩效奖金|年终奖金|员工旅游|补充公积金|专业培训|补充医疗保险|五险一金|定期体检|弹性工作|出国机会
贷款销售专员,平安普惠投资咨询有限公司陕西分公司,0.8-1.5万/月,西安-雁塔区,无工作经验,大专,招4人,05-17发布,绩效奖金|年终奖金|员工旅游|补充公积金|专业培训|补充医疗保险|五险一金|定期体检|弹性工作|出国机会
营销（百度信息流产品，高提成）,百度西北营销服务中心,5-6千/月,西安,无工作经验,大专,招10人,05-17发布,带薪年假|五险一金|专业培训|节日福利|绩效奖金|法定假|员工旅游|高额提成|结婚礼金|年终大奖
数据分析师 包食宿180518x,上海如创网络技术有限公司,6-8千/月,上海,无工作经验,大专,招若干人,05-17发布,五险一金|补充医疗保险|补充公积金|专业培训|弹性工作|绩效奖金
JAVA软件工程师（初级）（西安研发分中心）(职位编号：YNT-YF-002-1),云南航信空港网络有限公司,4.5-9万/年,西安-高新技术产业开发区,1年经验,本科,招若干人,05-18发布,五险一金|绩效奖金|年终奖金|定期体检|周末双休|年终双薪
Java高级开发工程师,陕西途悠悠供应链管理有限公司,0.8-1.5万/月,西安-雁塔区,5-7年经验,大专,招10人,05-17发布,
销售经理-公安事业部,上海蓝灯数据科技股份有限公司,0.8-1万/月,上海,3-4年经验,大专,招1人,05-17发布,五险一金|补充医疗保险|餐饮补贴|通讯补贴|专业培训|绩效奖金|年终奖金|定期体检
JAVA软件工程师（中级）（西安研发分中心）(职位编号：YNT-YF-002-2),云南航信空港网络有限公司,9-12万/年,西安-高新技术产业开发区,1年经验,本科,招若干人,05-18发布,五险一金|绩效奖金|年终奖金|定期体检|周末双休|年终双薪
测试开发工程师（西安）(职位编号：20180823-112),天翼电子商务有限公司,,西安,无工作经验,本科,招1人,05-18发布,
Java开发工程师,华正云科（北京）信息技术有限公司西安分公司,4-8千/月,西安-未央区,无工作经验,本科,招4人,05-18发布,五险一金|交通补贴|通讯补贴|专业培训|绩效奖金|年终奖金|周末双休|节日福利|出差补贴
IT技术岗,陕西长银消费金融有限公司,,西安,无工作经验,本科,招若干人,05-18发布,
UI设计师,西安智贸信息科技有限公司,4.5-8千/月,西安-雁塔区,3-4年经验,本科,招若干人,05-18发布,五险一金|通讯补贴|绩效奖金|年终奖金|交通补贴|定期体检|餐饮补贴
VR教育产品渠道销售经理,西安飞蝶虚拟现实科技有限公司,4.5-6千/月,西安-高新技术产业开发区,3-4年经验,大专,招10人,05-18发布,五险一金|周末双休|绩效奖金|节日福利
MES/WMS/DNC工业软件及系统集成销售,西安维德汇通工业自动化有限公司,5-7千/月,西安-高新技术产业开发区,2年经验,大专,招1人,05-18发布,周末双休|带薪年假|五险一金|绩效奖金|节日福利|专业培训
大客户经理  无责底薪4000+提成+双休,三体云智能科技有限公司,1-1.5万/月,西安-未央区,1年经验,大专,招2人,05-18发布,五险一金|绩效奖金|员工旅游|年终奖金|弹性工作|团队聚餐|员工生日|节日福利|下午茶|水果趴
项目经理,西安美兆健康管理有限公司,6-8千/月,西安-高新技术产业开发区,无工作经验,本科,招1人,05-13发布,
技术总监,西安格蒂电力有限公司,2-4万/月,西安,无工作经验,博士,招1人,05-14发布,五险一金|交通补贴|餐饮补贴|专业培训|定期体检
城市合伙人,四川融合融信息技术有限公司,3-5万/月,深圳-福田区,3-4年经验,大专,招1人,05-14发布,绩效奖金|专业培训|节日福利|弹性工作|股票期权
链家销售代表/优秀应届生,德佑（天津）房地产经纪服务有限公司,0.8-1万/月,西安,无工作经验,大专,招10人,05-14发布,弹性工作|全勤奖|绩效奖金|节日福利|专业培训
质量核查专员,优信集团,6-7千/月,西安-灞桥区,2年经验,大专,招5人,05-14发布,五险一金|带薪年假|绩效奖金|交通补贴|补充医疗保险|通讯补贴|节日福利|定期体检
链家房产招聘 置业顾问,西安链家宝业房地产经纪有限公司第六十九分公司,0.8-1万/月,西安-未央区,无工作经验,大专,招10人,05-14发布,五险一金|绩效奖金|专业培训|带薪年假
销售代表,陕西联兴网络科技有限公司,0.5-1万/月,西安-雁塔区,2年经验,大专,招2人,05-15发布,五险一金|员工旅游|交通补贴|年终奖金|专业培训|周末双休|节日福利
Java初级开发工程师（微信小程序+app),陕西德通信息科技有限公司,4-6千/月,西安-高新技术产业开发区,1年经验,大专,招1人,05-15发布,五险一金|员工旅游|交通补贴|餐饮补贴|通讯补贴|年终奖金|定期体检
汽车金融运营专员,霆科国际融资租赁有限公司,3-4.5千/月,西安-经济技术开发区,1年经验,大专,招若干人,05-15发布,员工旅游|交通补贴|绩效奖金|享受五险|父母体检|生日福利|弹性工作
数据可视化专家,深圳力维智联技术有限公司,2-4万/月,西安,3-4年经验,本科,招若干人,05-15发布,绩效奖金|定期体检|六险一金|带薪年假|每天多次调薪|周末双休|员工旅游|节日福利|餐补话补|班车接送
.NET开发工程师,北京北斗兴业信息技术股份有限公司,0.7-1.2万/月,西安-雁塔区,3-4年经验,大专,招1人,05-15发布,五险一金|带薪年假|通讯补贴|交通补贴|餐饮补贴
高级数据库工程师,西安国际医学中心有限公司,0.8-1.2万/月,西安-高新技术产业开发区,5-7年经验,本科,招1人,05-15发布,五险一金|绩效奖金|年终奖金|专业培训|定期体检|餐饮补贴
算法工程师（西安）,北京睿至大数据有限公司,,西安,无工作经验,硕士,招3人,05-20发布,
管培生（技术方向、销售方面）（西安）,北京睿至大数据有限公司,,西安,无工作经验,硕士,招5人,05-20发布,
开发工程师（数据挖掘、数据分析、Java开发、web前端、运维）（西安）,北京睿至大数据有限公司,,西安,无工作经验,本科,招5人,05-20发布,
销售精英（西安）,北京睿至大数据有限公司,,西安,无工作经验,本科,招5人,05-20发布,
品牌经理/品牌运营经理,伯图大数据管理有限公司西安分公司,0.8-1.2万/月,西安-高新技术产业开发区,3-4年经验,大专,招2人,05-20发布,
内容运营,伯图大数据管理有限公司西安分公司,4-6千/月,西安-高新技术产业开发区,2年经验,大专,招3人,05-20发布,
APP推广经理,伯图大数据管理有限公司西安分公司,0.6-1.2万/月,西安-高新技术产业开发区,3-4年经验,大专,招3人,05-20发布,
Java开发工程师,伯图大数据管理有限公司西安分公司,0.8-1.5万/月,西安-高新技术产业开发区,2年经验,大专,招5人,05-20发布,
react-native高级开发工程师,伯图大数据管理有限公司西安分公司,0.9-2万/月,西安-高新技术产业开发区,2年经验,大专,招3人,05-20发布,
客服,伯图大数据管理有限公司西安分公司,3-4千/月,西安-高新技术产业开发区,1年经验,中专,招3人,05-20发布,
WEB前端开发主管/经理,伯图大数据管理有限公司西安分公司,1.3-2.5万/月,西安-高新技术产业开发区,5-7年经验,本科,招2人,05-20发布,
前端开发工程师(职位编号：002),西安速度时空大数据科技有限公司,0.8-1.2万/月,西安-雁塔区,2年经验,本科,招5人,05-20发布,
后端研发工程师(职位编号：003),西安速度时空大数据科技有限公司,0.8-1.5万/月,西安-雁塔区,2年经验,本科,招若干人,05-20发布,五险一金|补充医疗保险|专业培训|年终奖金
平安普惠信贷销售专员,平安普惠投资咨询有限公司陕西分公司,0.8-1.5万/月,西安-雁塔区,无工作经验,大专,招6人,05-20发布,绩效奖金|年终奖金|员工旅游|补充公积金|专业培训|补充医疗保险|五险一金|定期体检|弹性工作|出国机会
平安普惠信贷销售员,平安普惠投资咨询有限公司陕西分公司,0.8-1.5万/月,西安-雁塔区,无工作经验,大专,招8人,05-20发布,绩效奖金|年终奖金|员工旅游|补充公积金|专业培训|补充医疗保险|五险一金|定期体检|弹性工作|出国机会
项目经理,上海德拓信息技术股份有限公司,1.2-1.8万/月,西安,无工作经验,本科,招若干人,05-20发布,五险一金|弹性工作|员工旅游|定期体检
房产经纪人/储备店长/高底薪提成,陕西贝壳闹海房地产经纪有限公司,0.5-1万/月,西安-高新技术产业开发区,无工作经验,高中,招10人,05-20发布,绩效奖金|节日福利|专业培训|弹性工作|带薪年假
JAVA开发工程师-西安,北京华晨阳通信技术有限责任公司,4-8千/月,西安-雁塔区,1年经验,本科,招10人,04-06发布,员工旅游|餐饮补贴|通讯补贴|年终奖金|带薪年假
贝壳新房直销经纪人  储备店经理 统招大专以上学历,陕西贝壳闹海房地产经纪有限公司,5-9千/月,西安-灞桥区,无工作经验,大专,招5人,05-20发布,
数据分析师（双休 +社保）,西安雾速桔信息科技有限责任公司,4.5-6千/月,西安-碑林区,1年经验,本科,招1人,05-20发布,员工旅游|专业培训|餐饮补贴|交通补贴|五险一金|绩效奖金|弹性工作
链家新房直销 诚聘房产销售精英,陕西贝壳闹海房地产经纪有限公司,4-9千/月,西安-灞桥区,1年经验,大专,招4人,05-20发布,
新房销售 贝壳链家,陕西贝壳闹海房地产经纪有限公司,0.8-1万/月,西安-灞桥区,无工作经验,大专,招6人,05-20发布,
链家新房直招 房产经纪人 储备店经理,陕西贝壳闹海房地产经纪有限公司,0.8-1万/月,西安-灞桥区,无工作经验,大专,招3人,05-20发布,
西安链家新房直销经纪人 储备店经理,陕西贝壳闹海房地产经纪有限公司,1-1.5万/月,西安-灞桥区,无工作经验,本科,招2人,05-20发布,带薪年假|五险一金|专业培训|节日福利|弹性工作
高端房产 黄金商圈（底薪4K+30高额提成）,西安链家总部,6-8千/月,西安-高新技术产业开发区,1年经验,大专,招10人,05-20发布,带薪年假|五险一金|绩效奖金|节日福利|专业培训|加班补贴
链家销售代表/无责底薪/高提成,西安链家总部,6-8千/月,西安-雁塔区,无工作经验,大专,招9人,05-20发布,五险一金|员工旅游|定期体检|绩效奖金
风控专员5-8k五险双休带薪年假,西安壬林商务信息咨询有限公司,5-8千/月,西安-雁塔区,无工作经验,大专,招3人,05-20发布,五险一金|员工旅游|周末双休|不加班|早九晚五|带薪年假|节假日福利|晋升空间大|临近地铁口|年终奖金
链家销售代表/五险一金/高提成+底薪,西安链家总部,6-8千/月,西安,无工作经验,大专,招8人,05-20发布,
链家销售代表/五险一金/高提成+底薪,西安链家总部,6-8千/月,西安-雁塔区,无工作经验,大专,招8人,05-20发布,五险一金|员工旅游|定期体检|绩效奖金|专业培训|节日福利
舆情分析-西安-04862(职位编号：04862),博彦科技股份有限公司,3-4千/月,西安,1年经验,本科,招1人,04-28发布,
（19西安校招）C/C++研发工程师,中国电子科技集团公司第十五研究所（华北计算技术研究所）,0.5-1万/月,西安-高新技术产业开发区,无工作经验,本科,招若干人,05-14发布,五险一金|员工旅游|绩效奖金|年终奖金|交通补贴|餐饮补贴|定期体检|高温补贴|通讯补贴|带薪年假
