系统架构师（大数据方向）,北京易玖生态环境有限公司,3-5万/月,临汾,5-7年经验,本科,招2人,05-20发布,五险一金|弹性工作|餐饮补贴|交通补贴|绩效奖金|定期体检
城市合伙人/创业合伙人,浙江猎数信息科技有限公司,40-50万/年,宁波-高新区,无工作经验,大专,招1人,04-28发布,
java技术支持讲师,西安童程童创教育科技有限公司,6-8千/月,西安-碑林区,2年经验,大专,招3人,04-28发布,五险一金|交通补贴|绩效奖金|年终奖金|员工旅游
Web前端开发工程师,杭州鸿泉物联网技术股份有限公司,0.8-1.5万/月,西安-高新技术产业开发区,1年经验,本科,招1人,04-30发布,五险一金|员工旅游|绩效奖金|年终奖金|股票期权|通讯补贴|定期体检
大客户销售,用友网络科技股份有限公司重庆分公司,8-40万/年,重庆-渝北区,2年经验,本科,招5人,05-04发布,周末双休|带薪年假|五险一金|绩效奖金|节日福利|餐饮补贴|高温补贴
算法工程师,三盟科技股份有限公司,1.5-1.8万/月,西安,3-4年经验,本科,招1人,04-30发布,五险一金|年终奖金|股票期权|绩效奖金|周末双休|带薪年假|节日福利
校园代理,西安卓远讯飞信息科技有限公司,6-8万/年,西安-碑林区,无工作经验,大专,招若干人,05-04发布,弹性工作|公费旅游|带薪休假|五险一金
售前技术支持,浙江正泰电器股份有限公司,0.8-1万/月,杭州,5-7年经验,大专,招若干人,05-05发布,五险一金|包住宿|包吃|带薪年假|节日福利|专业培训|加班补贴|高温补贴|绩效奖金
下属公司副总经理,西安建工物流设备集团有限公司,1.5-2万/月,西安-雁塔区,5-7年经验,本科,招1人,05-05发布,五险一金|餐饮补贴|交通补贴|通讯补贴|年终奖金|绩效奖金|定期体检
政府信息化软件销售,西安诺嘉信息科技有限公司,20-30万/年,西安-未央区,3-4年经验,本科,招1人,03-28发布,员工旅游|交通补贴|餐饮补贴|通讯补贴|专业培训|年终奖金|绩效奖金
Java高级开发工程师,西安悦泰科技有限责任公司,1.5-2万/月,西安,5-7年经验,本科,招2人,03-29发布,五险一金|交通补贴|绩效奖金|通讯补贴|定期体检|餐饮补贴
服务器软件开发工程师,西安锐益达风电技术有限公司,0.8-1.2万/月,西安,3-4年经验,本科,招1人,03-29发布,五险一金|交通补贴|餐饮补贴|通讯补贴|绩效奖金|年终奖金|员工旅游
西安链家 新房直招销售顾问 招优秀应届毕业生(职位编号：001),陕西贝壳闹海房地产经纪有限公司,5-9千/月,西安-灞桥区,无工作经验,大专,招5人,05-19发布,
链家房产经纪人 销售专员 招应届毕业生,陕西贝壳闹海房地产经纪有限公司,0.8-1万/月,西安-灞桥区,无工作经验,大专,招5人,05-19发布,
将来的你一定会感谢现在拼搏的自己  销售,陕西贝壳闹海房地产经纪有限公司,5-9千/月,西安-灞桥区,无工作经验,大专,招5人,05-19发布,
大客户销售代表,陕西贝壳闹海房地产经纪有限公司,0.9-1.5万/月,西安-灞桥区,无工作经验,大专,招4人,05-19发布,
销售专员 做销售不丢人,陕西贝壳闹海房地产经纪有限公司,5-9千/月,西安-灞桥区,无工作经验,大专,招5人,05-19发布,
销售顾问 接受应届毕业生 越努力 越幸运,陕西贝壳闹海房地产经纪有限公司,6-9千/月,西安-灞桥区,无工作经验,大专,招4人,05-19发布,弹性工作|带薪年假|专业培训|节日福利|绩效奖金|五险一金
链家销售代表/置业顾问,陕西贝壳闹海房地产经纪有限公司,5-9千/月,西安-灞桥区,无工作经验,大专,招4人,05-19发布,
贝壳找房 新房直销 高薪直聘 销售顾问 房产经纪人,陕西贝壳闹海房地产经纪有限公司,6-8千/月,西安-灞桥区,无工作经验,大专,招5人,05-19发布,弹性工作|带薪年假|专业培训|节日福利|绩效奖金|五险一金
贝壳找房总部直聘 新房销售 无责底薪  灞桥区,陕西贝壳闹海房地产经纪有限公司,5-9千/月,西安-灞桥区,无工作经验,大专,招4人,05-19发布,弹性工作|带薪年假|五险一金|节日福利|专业培训|互助金|国外游
链家新房总部直聘 房产经纪人 灞桥区 统招大专,陕西贝壳闹海房地产经纪有限公司,5-9千/月,西安-灞桥区,无工作经验,大专,招4人,05-19发布,弹性工作|带薪年假|五险一金|节日福利|专业培训|互助金|国外游
数据研发,西安华炎信息科技有限公司,2-2.5万/月,杭州-滨江区,5-7年经验,本科,招若干人,05-17发布,五险一金|员工旅游|餐饮补贴|年终奖金|定期体检
贝壳新房高薪直聘销售精英/店经理/商圈经理,陕西贝壳闹海房地产经纪有限公司,1-1.5万/月,西安-灞桥区,1年经验,本科,招2人,05-19发布,
链家新房高薪直聘销售精英/店经理,陕西贝壳闹海房地产经纪有限公司,1-1.5万/月,西安-灞桥区,1年经验,本科,招3人,05-19发布,
贝壳新房高薪直聘销售精英无责底薪3000+高提成+现金奖,陕西贝壳闹海房地产经纪有限公司,5-9千/月,西安-灞桥区,无工作经验,大专,招5人,05-19发布,
嵌入式工程师,西安富立叶微电子有限责任公司,0.8-1万/月,西安-高新技术产业开发区,5-7年经验,本科,招1人,05-17发布,五险一金|员工旅游|通讯补贴|专业培训|年终奖金|定期体检
项目申报主管,西安富立叶微电子有限责任公司,5-8千/月,西安-高新技术产业开发区,5-7年经验,本科,招1人,05-17发布,五险一金|员工旅游|通讯补贴|专业培训|年终奖金|定期体检
销售副总监,西安富立叶微电子有限责任公司,1-1.5万/月,西安-高新技术产业开发区,8-9年经验,本科,招1人,05-17发布,五险一金|餐饮补贴|专业培训|年终奖金|股票期权|绩效奖金
嵌入式开发组长,西安富立叶微电子有限责任公司,1-1.5万/月,西安-高新技术产业开发区,5-7年经验,本科,招1人,05-17发布,五险一金|餐饮补贴|专业培训|年终奖金|股票期权|绩效奖金
会计,西安富立叶微电子有限责任公司,4.5-6千/月,西安-高新技术产业开发区,3-4年经验,本科,招1人,05-17发布,五险一金|员工旅游|通讯补贴|专业培训|绩效奖金|年终奖金|弹性工作|定期体检
云计算高级研发工程师,华为技术有限公司,2-2.5万/月,西安,3-4年经验,硕士,招3人,05-17发布,五险一金|免费班车|年终奖金|绩效奖金|弹性工作|定期体检
急招数据库开发工程师,西安泰晟信息科技有限公司,1-1.5万/月,西安-高新技术产业开发区,3-4年经验,本科,招1人,05-08发布,五险一金|绩效奖金|弹性工作|年终奖金
Web开发工程师,西安泰晟信息科技有限公司,0.8-1.5万/月,西安-高新技术产业开发区,3-4年经验,本科,招1人,05-08发布,五险一金|交通补贴|餐饮补贴|通讯补贴|绩效奖金|年终奖金|弹性工作|季度奖金|提供住宿
数据开发工程师,上海米赋网络科技有限公司,0.6-1.2万/月,西安-雁塔区,3-4年经验,本科,招1人,05-08发布,五险一金|员工旅游|专业培训|年终奖金
营销主管,西安电视剧版权交易中心有限公司,6-10万/年,西安-曲江文化新区,3-4年经验,本科,招1人,05-08发布,
高级Java开发工程师,西安泰晟信息科技有限公司,0.8-1.5万/月,西安-高新技术产业开发区,3-4年经验,本科,招5人,05-10发布,五险一金|绩效奖金|年终奖金|弹性工作|节日福利|补充医疗保险
中、高级java开发,西安泰晟信息科技有限公司,0.8-1.5万/月,西安-高新技术产业开发区,3-4年经验,大专,招2人,05-10发布,五险一金|交通补贴|餐饮补贴|通讯补贴|绩效奖金|年终奖金|弹性工作|季度奖金|提供住宿
链家高端房产销售,西安链家宝业房地产经纪有限公司,0.8-1万/月,西安,无工作经验,大专,招10人,05-10发布,
链家房产经纪人高薪诚聘,西安链家宝业房地产经纪有限公司,6-8千/月,西安,无工作经验,大专,招10人,05-10发布,
数据库工程师/管理员,江苏银丰信息技术有限公司,1-1.5万/月,西安,3-4年经验,本科,招2人,05-11发布,五险一金|弹性工作|专业培训|员工旅游|年终奖金|股票期权|餐饮补贴|绩效奖金
西安链家底薪3000/房产销售/2018届,西安链家宝业房地产经纪有限公司第十一分公司,0.8-1万/月,西安,无工作经验,大专,招10人,05-11发布,绩效奖金|节日福利|专业培训|弹性工作|带薪年假
西安链家直聘高薪职业房产经纪人,西安链家宝业房地产经纪有限公司第十一分公司,1-1.5万/月,西安,无工作经验,大专,招若干人,05-11发布,专业培训|弹性工作|带薪年假|五险一金|员工旅游|绩效奖金
西安链家地产，业内高底薪3000+五险,西安链家宝业房地产经纪有限公司第十一分公司,6-8千/月,西安,无工作经验,大专,招10人,05-11发布,专业培训|弹性工作|带薪年假|五险一金|员工旅游|绩效奖金
西安链家直聘高薪职业经纪人店经理,西安链家宝业房地产经纪有限公司第十一分公司,0.8-1万/月,西安,无工作经验,本科,招10人,05-11发布,专业培训|弹性工作|带薪年假|五险一金|员工旅游|绩效奖金
无责任底薪3千+高提成+包住宿,西安链家宝业房地产经纪有限公司第五十六分公司,6-8千/月,西安-灞桥区,无工作经验,大专,招15人,05-19发布,弹性工作|带薪年假|五险一金|节日福利|专业培训|高温补贴|交通补贴|包住宿
一二手房置业顾问/房屋租赁,西安链家宝业房地产经纪有限公司第五十六分公司,6-8千/月,西安-灞桥区,无工作经验,大专,招20人,05-19发布,弹性工作|带薪年假|五险一金|节日福利|专业培训|高温补贴|交通补贴
销售专员,陕西贝壳闹海房地产经纪有限公司,5-9千/月,西安-灞桥区,无工作经验,大专,招4人,05-19发布,
房产销售/门店经理/提成高/就近安排,西安链家总部,0.8-1万/月,西安-雁塔区,无工作经验,大专,招5人,05-19发布,弹性工作|五险一金|专业培训
西安链家总部直招房产经纪人+豪宅置业顾问+实习生,西安链家宝业房地产经纪有限公司第九十七分公司,1-1.5万/月,西安-高新技术产业开发区,无工作经验,大专,招若干人,05-18发布,
链家网线下门店经纪人,西安链家宝业房地产经纪有限公司第九十七分公司,0.8-1万/月,西安-高新技术产业开发区,无工作经验,大专,招若干人,05-18发布,
西安链家-市场 营销 销售 住宿,西安链家宝业房地产经纪有限公司第九十七分公司,0.8-1万/月,西安-高新技术产业开发区,无工作经验,大专,招若干人,05-18发布,
房产名企-链家总部高薪诚聘销售精英/实习生,西安链家宝业房地产经纪有限公司第九十七分公司,0.8-1万/月,西安-高新技术产业开发区,无工作经验,大专,招若干人,05-18发布,
链家大平台诚聘置业顾问,西安链家宝业房地产经纪有限公司第九十七分公司,0.8-1万/月,西安-高新技术产业开发区,无工作经验,大专,招若干人,05-18发布,
链家直招-市场营销/房企管培生,西安链家宝业房地产经纪有限公司第九十七分公司,6-8千/月,西安-高新技术产业开发区,无工作经验,大专,招若干人,05-18发布,
链家-创未来 优秀实习生/销售代表,西安链家宝业房地产经纪有限公司第九十七分公司,0.8-1万/月,西安-高新技术产业开发区,无工作经验,大专,招若干人,05-18发布,
西安链家总部直聘/房产经纪人 /底薪3000,西安链家宝业房地产经纪有限公司第九十七分公司,0.8-1万/月,西安-高新技术产业开发区,无工作经验,大专,招若干人,05-18发布,
应届生岗位链家销售管培生,西安链家宝业房地产经纪有限公司第九十七分公司,1-1.5万/月,西安-高新技术产业开发区,无工作经验,大专,招若干人,05-18发布,
西安链家-销售代表/实习生/师徒制,西安链家宝业房地产经纪有限公司第九十七分公司,6-8千/月,西安-高新技术产业开发区,无工作经验,大专,招若干人,05-18发布,
销售代表/销售实习生/储备干部,西安链家宝业房地产经纪有限公司第九十七分公司,6-8千/月,西安-高新技术产业开发区,无工作经验,大专,招若干人,05-18发布,
链家营销管培生 专业培训,西安链家宝业房地产经纪有限公司第九十七分公司,0.8-1万/月,西安-高新技术产业开发区,无工作经验,大专,招若干人,05-18发布,弹性工作|五险一金|绩效奖金|节日福利|专业培训|国内外旅游
链家置业顾问 房产经纪人,西安链家宝业房地产经纪有限公司第九十七分公司,6-8千/月,西安-高新技术产业开发区,无工作经验,大专,招若干人,05-18发布,弹性工作|五险一金|绩效奖金|节日福利|专业培训|国内外旅游
西安链家招聘,西安链家宝业房地产经纪有限公司第九十七分公司,6-8千/月,西安-高新技术产业开发区,无工作经验,大专,招若干人,05-18发布,
Java开发工程师,西安卓越软件开发有限公司,6-8万/年,西安,2年经验,本科,招5人,05-18发布,股票期权|年终奖金|五险一金|补充医疗保险|绩效奖金|员工旅游|通讯补贴|弹性工作|专业培训|人身意外险
Java高级开发工程师,厦门市巨龙信息科技有限公司,0.8-1.5万/月,西安,无工作经验,本科,招2人,05-20发布,五险一金|年终奖金|定期体检
实施项目经理（项目奖金多）,上海京颐科技股份有限公司,0.7-1.2万/月,西安,3-4年经验,本科,招若干人,05-20发布,五险一金|员工旅游|餐饮补贴|通讯补贴|绩效奖金|年终奖金|股票期权|定期体检
项目经理（base西安，全国出差）,上海京颐科技股份有限公司,0.8-1万/月,西安,3-4年经验,本科,招5人,05-20发布,五险一金|餐饮补贴|通讯补贴|定期体检|出差补贴|员工旅游
百度数据分析专员/助理 双休,陕西摩天黑石教育科技有限公司,4-7.5千/月,西安-碑林区,无工作经验,大专,招3人,05-20发布,
Java开发工程师,陕西嘉惠碧海电子科技有限公司,0.8-1.5万/月,西安-未央区,3-4年经验,本科,招若干人,05-20发布,五险一金|员工旅游|交通补贴|绩效奖金|年终奖金|年底双薪|节日福利|周末双休
高级客户经理,中国人寿保险股份有限公司西安分公司经济技术开发区营销服务部,0.5-1万/月,西安-未央区,无工作经验,本科,招5人,05-20发布,弹性工作|带薪年假|五险一金|绩效奖金|全勤奖|节日福利|专业培训|高温补贴
旅游客服,广东心灯文化旅游有限公司,4-6千/月,西安-高新技术产业开发区,1年经验,本科,招1人,05-20发布,
资深软件工程师,普元信息技术股份有限公司,1.5-2万/月,西安-高新技术产业开发区,5-7年经验,本科,招1人,05-20发布,
房产经纪人 一手房（浐灞店）,陕西链家高策房地产经纪有限公司西安纺织城店,6-8千/月,西安-灞桥区,1年经验,大专,招10人,05-20发布,五险一金|员工旅游|绩效奖金|专业培训|定期体检
房产经纪人 一手房（东郊）,陕西链家高策房地产经纪有限公司西安纺织城店,0.8-1万/月,西安-灞桥区,无工作经验,大专,招8人,05-20发布,五险一金|员工旅游|绩效奖金|专业培训|定期体检
JAVA高级开发工程师,西安博达软件股份有限公司,1.2-1.5万/月,西安,3-4年经验,本科,招2人,05-20发布,绩效奖金|弹性工作|五险一金|员工旅游|免费班车|年终奖金|专业培训|定期体检|股票期权|交通补贴
孵化器运营经理,北京第一创客企业管理有限公司,3.5-4.5千/月,西安,3-4年经验,本科,招1人,05-20发布,五险一金|补充医疗保险|交通补贴|餐饮补贴|年终奖金|员工旅游|节假日福利
销售总监,西安去买票科技有限公司,0.3-1万/月,西安,2年经验,大专,招1人,05-20发布,做五休二|周末双休|五险一金|全勤奖|节日福利|交通补贴|加班补贴
Java高级开发工程师,北京寄云鼎城科技有限公司,1.5-3万/月,西安-高新技术产业开发区,8-9年经验,本科,招1人,05-20发布,五险一金|专业培训|绩效奖金|年终奖金|弹性工作|定期体检
市场营销类（西安）,中国电信陕西公司,,西安,无工作经验,本科,招若干人,05-15发布,
3D-GIS研发工程师,西安速度时空大数据科技有限公司,1-1.2万/月,西安-雁塔区,3-4年经验,本科,招3人,05-20发布,五险一金|补充医疗保险|专业培训|年终奖金
孵化器招商经理,北京第一创客企业管理有限公司,5-8千/月,西安,3-4年经验,本科,招1人,05-20发布,五险一金|补充医疗保险|交通补贴|餐饮补贴|弹性工作|年终奖金|员工旅游
大数据高级开发工程师,神州数码系统集成服务有限公司西安分公司,1-1.8万/月,西安,5-7年经验,本科,招1人,04-02发布,
大数据工程师,北京明略软件系统有限公司,1.5-2.6万/月,北京-海淀区,3-4年经验,本科,招2人,04-08发布,五险一金|补充医疗保险|交通补贴|餐饮补贴|绩效奖金|年终奖金|股票期权
大数据算法工程师,西安华创人力资源管理咨询有限公司,2-2.5万/月,北京-海淀区,3-4年经验,本科,招3人,04-29发布,五险一金|专业培训|员工旅游|年终奖金|定期体检|弹性工作|交通补贴|绩效奖金
大数据开发高级工程师,神州数码系统集成服务有限公司西安分公司,1-2万/月,西安,无工作经验,本科,招1人,05-06发布,
大数据架构师,陕西长银消费金融有限公司,,西安,5-7年经验,本科,招若干人,05-14发布,做五休二|周末双休|带薪年假|五险一金|节日福利|交通补贴|餐饮补贴|通讯补贴|高温补贴|补充医疗保险
（某500强知名企业）大数据开发工程师,西安瀚特人力资源有限公司,1.5-2万/月,西安-高新技术产业开发区,5-7年经验,本科,招若干人,05-16发布,
大数据运维工程师,南京烽火星空通信发展有限公司,5.5-8.5千/月,西安-高新技术产业开发区,1年经验,本科,招5人,05-16发布,补充医疗保险|五险一金|专业培训|餐饮补贴|年终奖金|交通补贴|员工旅游
无责底薪3000/房产销售/高提成,陕西贝壳闹海房地产经纪有限公司,0.5-1万/月,西安-雁塔区,无工作经验,本科,招10人,05-20发布,绩效奖金|节日福利|专业培训|弹性工作|带薪年假
（19西安校招）大数据高级工程师,中国电子科技集团公司第十五研究所（华北计算技术研究所）,0.5-1万/月,西安-高新技术产业开发区,无工作经验,硕士,招若干人,05-14发布,五险一金|员工旅游|绩效奖金|年终奖金|交通补贴|餐饮补贴|定期体检|高温补贴|通讯补贴|带薪年假
大数据产品经理,西安因联信息科技有限公司,1.5-2.5万/月,北京-海淀区,5-7年经验,本科,招1人,05-15发布,五险一金|定期体检|弹性工作|餐饮补贴|交通补贴|员工旅游|节日福利|年底双薪|周末双休|全勤奖
二手房销售+高底薪提成+就近安排,陕西贝壳闹海房地产经纪有限公司,0.6-1万/月,西安-高新技术产业开发区,无工作经验,高中,招9人,05-20发布,绩效奖金|节日福利|专业培训|弹性工作|带薪年假
储备店长/房产经纪人/就近安排,陕西贝壳闹海房地产经纪有限公司,6-8千/月,西安-高新技术产业开发区,无工作经验,本科,招10人,05-20发布,绩效奖金|节日福利|专业培训|弹性工作|带薪年假
需求分析师,北京空间畅想信息技术有限责任公司,0.8-1万/月,西安-高新技术产业开发区,无工作经验,本科,招1人,05-20发布,五险一金|绩效奖金|年终奖金|弹性工作
Java中级开发工程师,北京空间畅想信息技术有限责任公司,1-2万/月,西安-高新技术产业开发区,3-4年经验,本科,招若干人,05-20发布,五险一金|员工旅游|专业培训|年终奖金|弹性工作|定期体检|绩效奖金|带薪年假
Java高级开发工程师,北京空间畅想信息技术有限责任公司,1.5-2万/月,西安-高新技术产业开发区,5-7年经验,本科,招若干人,05-20发布,五险一金|年终奖金|弹性工作|做五休二|带薪年假
房产中介+无责底薪3000+就近分配,陕西贝壳闹海房地产经纪有限公司,6-8千/月,西安,无工作经验,高中,招10人,05-20发布,绩效奖金|全勤奖|节日福利|带薪年假|周末双休|加班补贴
境商总部 诚聘地产中介,陕西境商集团,3.5-8.5千/月,西安-雁塔区,无工作经验,高中,招12人,05-20发布,节日福利|国内外旅游|带薪培训|周末单休|绩效奖金|专业培训|入股分红|一对一带教
房产经纪人/储备干部/无责底薪3K,陕西贝壳闹海房地产经纪有限公司,0.5-1万/月,西安-曲江文化新区,无工作经验,大专,招10人,05-20发布,绩效奖金|节日福利|专业培训|弹性工作|带薪年假
后台研发工程师（ROS）(J11589),绿盟科技,1.2-1.5万/月,西安-高新技术产业开发区,1年经验,本科,招若干人,05-20发布,五险一金|补充医疗保险|员工旅游|餐饮补贴|专业培训|绩效奖金|年终奖金|弹性工作|定期体检
JAVA资深研发工程师（西安）(职位编号：ZY),绿盟科技,1-1.5万/月,西安,3-4年经验,本科,招若干人,05-20发布,五险一金|补充医疗保险|餐饮补贴|通讯补贴|专业培训|绩效奖金|年终奖金|股票期权|弹性工作|定期体检
资深软件研发工程师（西安）(职位编号：ZY),绿盟科技,1-1.5万/月,西安,5-7年经验,本科,招若干人,05-20发布,
资深软件研发工程师（西安）(J10073),绿盟科技,1-1.5万/月,西安-高新技术产业开发区,1年经验,本科,招若干人,05-20发布,五险一金|补充医疗保险|员工旅游|餐饮补贴|专业培训|绩效奖金|年终奖金|弹性工作|定期体检
销售人员/无责底薪3000,陕西贝壳闹海房地产经纪有限公司,0.5-1万/月,西安-雁塔区,无工作经验,高中,招10人,05-20发布,绩效奖金|节日福利|专业培训|弹性工作|带薪年假
python研发工程师(职位编号：zy),绿盟科技,0.8-1万/月,西安,1年经验,本科,招若干人,05-20发布,弹性工作|定期体检|餐饮补贴|五险一金
销售经理,西安奥卡云数据科技有限公司,1.5-2万/月,西安-西咸新区,5-7年经验,本科,招1人,05-20发布,
销售经理,西安奥卡云数据科技有限公司,1.5-2万/月,西安-西咸新区,5-7年经验,本科,招1人,05-20发布,
地产销售/房产中介,陕西境商集团,3.5-8.5千/月,西安-雁塔区,无工作经验,高中,招12人,05-20发布,节日福利|国内外旅游|带薪培训|周末单休|绩效奖金|专业培训|入股分红|一对一带教
Java高级开发工程师,陕西思尔生物科技有限公司,0.8-2万/月,西安,5-7年经验,大专,招2人,05-20发布,绩效奖金|年终奖金|美女多|员工福利|工作氛围轻松
（西安）C/C++研发工程师,中国电子科技集团公司第十五研究所（华北计算技术研究所）,0.6-1.2万/月,西安-高新技术产业开发区,2年经验,本科,招若干人,05-14发布,五险一金|员工旅游|绩效奖金|年终奖金|交通补贴|餐饮补贴|定期体检|高温补贴|通讯补贴|带薪年假
Web前端开发工程师,北京明略软件系统有限公司,2-2.5万/月,西安-未央区,无工作经验,本科,招1人,04-08发布,五险一金|补充医疗保险|交通补贴|餐饮补贴|绩效奖金|年终奖金|股票期权
项目经理-西安,北京明略软件系统有限公司,2-2.5万/月,西安-未央区,无工作经验,本科,招1人,04-08发布,五险一金|补充医疗保险|交通补贴|餐饮补贴|绩效奖金|年终奖金|股票期权
产品经理-西安,北京明略软件系统有限公司,1.5-2万/月,西安-未央区,无工作经验,本科,招若干人,04-08发布,五险一金|补充医疗保险|交通补贴|餐饮补贴|绩效奖金|年终奖金|股票期权
Java高级开发工程师(西安）,杭州数云信息技术有限公司西安分公司,1.5-2万/月,西安-高新技术产业开发区,5-7年经验,大专,招2人,04-09发布,
资深数据平台开发工程师（西安）,杭州数云信息技术有限公司西安分公司,1.5-2万/月,西安-高新技术产业开发区,5-7年经验,大专,招1人,04-09发布,
售前工程师,西安格蒂电力有限公司,1.5-2万/月,西安,5-7年经验,本科,招5人,04-09发布,五险一金|做五休二|周末双休|节日福利|带薪年假|高温补贴
技术总监,西安格蒂电力有限公司,2-4万/月,西安,5-7年经验,博士,招1人,04-09发布,五险一金|周末双休|节日福利|带薪年假|交通补贴|餐饮补贴|通讯补贴|绩效奖金|年终奖金|定期体检
数据统计员/实习生/应届生 双休,西安卓睿信息技术有限公司,4.5-6千/月,西安-碑林区,1年经验,大专,招7人,04-10发布,五险一金|补充医疗保险|补充公积金|免费班车|员工旅游|交通补贴|绩效奖金
测试应用工程师实习生/应届生,西安卓睿信息技术有限公司,3-4.5千/月,西安-碑林区,无工作经验,本科,招3人,04-10发布,五险一金|补充医疗保险|补充公积金|免费班车|员工旅游|交通补贴|绩效奖金
百度搜索数据分析专员  双休+五险一金,西安卓睿信息技术有限公司,4.5-6千/月,西安,无工作经验,大专,招7人,04-10发布,五险一金|补充医疗保险|补充公积金|免费班车|员工旅游|交通补贴|绩效奖金
产品经理,广州石竹计算机软件有限公司,1.5-2万/月,西安-高新技术产业开发区,5-7年经验,本科,招1人,04-12发布,五险一金|补充医疗保险|通讯补贴|绩效奖金|定期体检
销售经理,梵界信息技术（上海）股份有限公司西安分公司,0.3-1万/月,西安-碑林区,1年经验,大专,招2人,04-11发布,五险一金|周末双休|带薪年假|生日礼物|过节礼品
数据开发工程师,西安悦泰科技有限责任公司,1-1.5万/月,西安,3-4年经验,本科,招5人,04-12发布,五险一金|交通补贴|餐饮补贴|通讯补贴|专业培训|绩效奖金|员工旅游
IT培训讲师（Python）,北京中公教育科技股份有限公司,1-1.5万/月,西安-新城区,无工作经验,本科,招10人,04-13发布,五险一金|专业培训|定期体检|年终奖金|交通补贴|餐饮补贴|弹性工作
项目经理,三盟科技股份有限公司,0.8-1.2万/月,西安,3-4年经验,大专,招1人,04-14发布,五险一金|弹性工作|员工旅游|周末双休|节日福利|年终奖金|绩效奖金
链家销售代表/无责底薪/高提成,西安链家总部,6-8千/月,西安-雁塔区,无工作经验,大专,招9人,05-19发布,五险一金|员工旅游|定期体检|绩效奖金
西安链家直聘高薪职业房产经纪人,西安链家总部,1-1.5万/月,西安-雁塔区,无工作经验,大专,招若干人,05-19发布,五险一金|员工旅游|定期体检|绩效奖金
链家销售代表/五险一金/高提成+底薪,西安链家总部,6-8千/月,西安-雁塔区,无工作经验,大专,招8人,05-19发布,五险一金|员工旅游|定期体检|绩效奖金
链家销售代表/五险一金/高提成+底薪,西安链家总部,6-8千/月,西安-雁塔区,无工作经验,大专,招8人,05-19发布,五险一金|员工旅游|定期体检|绩效奖金
链家房地产经纪人,西安链家总部,6-8千/月,西安-雁塔区,无工作经验,大专,招8人,05-19发布,五险一金|员工旅游|定期体检|绩效奖金
链家销售代表/无责底薪/高提成,西安链家总部,6-8千/月,西安-雁塔区,无工作经验,大专,招9人,05-19发布,五险一金|员工旅游|定期体检|绩效奖金
链家销售代表/五险一金/高提成+底薪,西安链家总部,6-8千/月,西安-雁塔区,无工作经验,大专,招8人,05-19发布,五险一金|员工旅游|定期体检|绩效奖金
贝壳总部内容运营主管,西安链家总部,6-8千/月,西安-雁塔区,3-4年经验,本科,招1人,05-19发布,五险一金|员工旅游|定期体检|绩效奖金
数据分析师5-8K-带薪年假-五险,西安壬林商务信息咨询有限公司,5-8千/月,西安-雁塔区,无工作经验,大专,招5人,05-19发布,五险一金|员工旅游|周末双休|不加班|早九晚五|带薪年假|节假日福利|专业培训|晋升空间大|临近地铁口
链家销售代表/五险一金/高提成+底薪,西安链家总部,6-8千/月,西安-雁塔区,无工作经验,大专,招8人,05-19发布,五险一金|员工旅游|定期体检|绩效奖金
贝壳直招数据分析专员/主管,西安链家总部,6-8千/月,西安-雁塔区,1年经验,本科,招3人,05-19发布,五险一金|员工旅游|定期体检|绩效奖金
链家销售代表/无责底薪/高提成,西安链家总部,6-8千/月,西安-雁塔区,无工作经验,大专,招9人,05-19发布,五险一金|员工旅游|定期体检|绩效奖金
链家销售代表/五险一金/高提成+底薪,西安链家总部,6-8千/月,西安-雁塔区,无工作经验,大专,招8人,05-19发布,五险一金|员工旅游|定期体检|绩效奖金
链家销售代表/无责底薪/高提成,西安链家总部,6-8千/月,西安-雁塔区,无工作经验,大专,招9人,05-19发布,五险一金|员工旅游|定期体检|绩效奖金
Java高级开发工程师,江苏银丰信息技术有限公司,1.6-2.1万/月,西安,5-7年经验,本科,招1人,05-19发布,五险一金|餐饮补贴|弹性工作|专业培训|年终奖金|绩效奖金|定期体检
hadoop开发工程师,汇纳科技股份有限公司,1-1.5万/月,西安,3-4年经验,本科,招1人,05-17发布,五险一金|交通补贴|餐饮补贴|绩效奖金|股票期权|定期体检|节日福利|带薪年假
