系统架构师（大数据方向）,北京易玖生态环境有限公司,3-5万/月,临汾,5-7年经验,本科,招2人,05-20发布,五险一金|弹性工作|餐饮补贴|交通补贴|绩效奖金|定期体检
德佑+房产经纪人+无责底薪3000,陕西贝壳闹海房地产经纪有限公司,6-8千/月,西安-曲江文化新区,无工作经验,高中,招若干人,05-20发布,绩效奖金|节日福利|专业培训|弹性工作|带薪年假
无责3K+房地产销售+晋升+出国游,陕西贝壳闹海房地产经纪有限公司,6-8千/月,西安-雁塔区,无工作经验,高中,招10人,05-20发布,绩效奖金|节日福利|专业培训|弹性工作|带薪年假
高级产品经理,美能国际生物科技（深圳）有限公司,2-4万/月,西安-高新技术产业开发区,5-7年经验,本科,招1人,05-17发布,年终分红|股票期权|每年多次调薪|绩效奖金|出国游|大牛带队|五险一金|带薪年假|项目奖金|年终双薪
房地产置业顾问/销售专员/房产经理,西安链家宝业房地产经纪有限公司第五十六分公司,1-1.5万/月,西安-灞桥区,无工作经验,大专,招10人,05-17发布,弹性工作|带薪年假|五险一金|节日福利|专业培训|高温补贴|交通补贴
高级java研发工程师（西安）,北京明朝万达科技股份有限公司,1-1.5万/月,西安-高新技术产业开发区,5-7年经验,本科,招2人,05-17发布,五险一金|绩效奖金|专业培训|定期体检
销售经理(职位编号：002),陕西尚弘信息科技有限公司,0.5-1.5万/月,西安-高新技术产业开发区,3-4年经验,本科,招2人,05-17发布,五险一金|交通补贴|餐饮补贴|通讯补贴|专业培训|员工旅游|弹性工作|绩效奖金|年终奖金|扁平管理
软件测试工程师,北京明朝万达科技股份有限公司,0.6-1.3万/月,西安-高新技术产业开发区,5-7年经验,本科,招2人,05-17发布,五险一金|交通补贴|专业培训|绩效奖金|定期体检
高级java研发工程师,北京明朝万达科技股份有限公司,1-2万/月,西安-高新技术产业开发区,5-7年经验,本科,招若干人,05-17发布,五险一金|绩效奖金|专业培训|定期体检|出国机会|股票期权|年终奖金
高级售前技术顾问（政府事业部）,北京明朝万达科技股份有限公司,1-2万/月,西安-高新技术产业开发区,5-7年经验,本科,招2人,05-17发布,五险一金|绩效奖金|专业培训|定期体检|员工旅游
房地产/销售代表/高提成+五险/无责底薪3000,西安链家宝业房地产经纪有限公司第五十六分公司,6-8千/月,西安-灞桥区,无工作经验,大专,招15人,05-17发布,弹性工作|带薪年假|五险一金|节日福利|专业培训|高温补贴|交通补贴
JAVA开发工程师（LT13whx）,北京东方国信科技股份有限公司,0.7-1万/月,西安,2年经验,本科,招2人,05-12发布,五险一金|年终奖金|定期体检|专业培训
能源互联网研发副主任工程师（西安/清洁能源）,隆基绿能科技股份有限公司,1-1.5万/月,西安-未央区,5-7年经验,本科,招若干人,05-13发布,周末双休|弹性工作|带薪年假|五险一金|包吃|免费班车|绩效奖金|全勤奖|节日福利|交通补贴
高新区链家校园招聘/大平台，有保障无责底薪3000,西安链家宝业房地产经纪有限公司第十一分公司,4.5-6千/月,西安,无工作经验,大专,招9人,05-11发布,绩效奖金|节日福利|专业培训|弹性工作|带薪年假|五险一金|员工旅游
链家房产销售/门店经理/3000底薪+提成高,西安链家宝业房地产经纪有限公司第十一分公司,6-8千/月,西安,无工作经验,大专,招若干人,05-11发布,绩效奖金|节日福利|专业培训|弹性工作|带薪年假|五险一金|员工旅游
链家房产销售+无责底薪3000,西安链家宝业房地产经纪有限公司第十一分公司,6-8千/月,西安,无工作经验,大专,招9人,05-11发布,绩效奖金|节日福利|专业培训|弹性工作|带薪年假|五险一金|员工旅游
数据分析师,西安九索数据技术股份有限公司,0.6-1.5万/月,西安-高新技术产业开发区,3-4年经验,本科,招2人,05-14发布,五险一金|餐饮补贴|绩效奖金|年终奖金|股票期权|定期体检
软件开发架构师,陕西长银消费金融有限公司,,西安,8-9年经验,本科,招若干人,05-14发布,做五休二|周末双休|带薪年假|五险一金|节日福利|交通补贴|餐饮补贴|通讯补贴|高温补贴|补充医疗保险
测试开发工程师,西安比邻卓越人力资源服务有限公司,2.5-5万/月,北京,2年经验,本科,招10人,05-14发布,五险一金|绩效奖金
运维工程师-西安-20105,优信集团,1-1.4万/月,西安-灞桥区,3-4年经验,大专,招1人,05-14发布,五险一金|补充医疗保险|通讯补贴|餐饮补贴|绩效奖金|定期体检|弹性工作
Java开发工程师,西安九索数据技术股份有限公司,0.6-1.2万/月,西安-高新技术产业开发区,3-4年经验,本科,招3人,05-14发布,五险一金|绩效奖金|年终奖金|股票期权|定期体检|餐饮补贴
链家，龙首片区 招聘 房地产销售,西安链家宝业房地产经纪有限公司第六十九分公司,6-8千/月,西安-未央区,无工作经验,大专,招10人,05-14发布,
数据分析岗,陕西长银消费金融有限公司,1-1.5万/月,西安,3-4年经验,本科,招2人,05-14发布,做五休二|周末双休|带薪年假|五险一金|节日福利|交通补贴|餐饮补贴|通讯补贴|高温补贴|补充医疗保险
房产销售/置业顾问/就近安排,西安链家总部,6-8千/月,西安-雁塔区,无工作经验,大专,招6人,05-19发布,弹性工作|五险一金|专业培训
西安链家新房直销经纪人/置业顾问、大平台、晋升快,陕西贝壳闹海房地产经纪有限公司,6-8千/月,西安-灞桥区,无工作经验,大专,招4人,05-19发布,
西安链家 房产经纪人 销售专员 招应届毕业生,陕西贝壳闹海房地产经纪有限公司,5-9千/月,西安-灞桥区,无工作经验,大专,招5人,05-19发布,
西安链家 房产经纪人 销售专员 招优秀应届毕业生(职位编号：001),陕西贝壳闹海房地产经纪有限公司,6-8千/月,西安-灞桥区,无工作经验,大专,招5人,05-19发布,
链家新房直招 房产经纪人 储备店经理(职位编号：002),陕西贝壳闹海房地产经纪有限公司,6-8千/月,西安-灞桥区,无工作经验,本科,招3人,05-19发布,
链家新房直招 房产经纪人 储备店经理 管培生,陕西贝壳闹海房地产经纪有限公司,6-9千/月,西安-灞桥区,无工作经验,大专,招6人,05-19发布,
链家运营实习生/房产中介,西安链家总部,4.5-6千/月,西安-雁塔区,无工作经验,大专,招6人,05-19发布,弹性工作|五险一金|专业培训
西安链家 房产经纪人 销售专员 招优秀应届毕业生(职位编号：001),陕西贝壳闹海房地产经纪有限公司,6-9千/月,西安-灞桥区,无工作经验,本科,招4人,05-19发布,
链家销售顾问 房产经纪人,陕西贝壳闹海房地产经纪有限公司,0.6-1.2万/月,西安-灞桥区,1年经验,大专,招4人,05-19发布,带薪年假|专业培训
软件销售  无责底薪4K+提成  双休,三体云智能科技有限公司,1-1.5万/月,西安-未央区,1年经验,大专,招2人,05-18发布,五险一金|绩效奖金|员工旅游|年终奖金|弹性工作|团队聚餐|员工生日|节日福利|下午茶|水果趴
互联网销售经理,三体云智能科技有限公司,1.5-2万/月,西安-经济技术开发区,1年经验,大专,招3人,05-18发布,五险一金|绩效奖金|员工旅游|年终奖金|弹性工作|团队聚餐|员工生日|节日福利|下午茶|水果趴
西安链家新房销售 想挣钱的来,陕西贝壳闹海房地产经纪有限公司,5-9千/月,西安-灞桥区,1年经验,大专,招5人,05-19发布,弹性工作|带薪年假|专业培训|节日福利|绩效奖金|五险一金
链家新房直销 青春正燃 链就不凡,陕西贝壳闹海房地产经纪有限公司,5-9千/月,西安-灞桥区,无工作经验,大专,招5人,05-19发布,弹性工作|带薪年假|专业培训|节日福利|绩效奖金|五险一金
链家直招/销售管培生,西安链家宝业房地产经纪有限公司第九十七分公司,0.8-1万/月,西安-高新技术产业开发区,无工作经验,大专,招若干人,05-18发布,弹性工作|五险一金|绩效奖金|节日福利|专业培训|国内外旅游
销售经理,三体云智能科技有限公司,1-1.5万/月,西安-未央区,无工作经验,大专,招3人,05-18发布,五险一金|绩效奖金|员工旅游|年终奖金|弹性工作|团队聚餐|员工生日|节日福利|下午茶|水果趴
链家贝壳新房直销房产经纪人 销售专员 招应届毕业生,陕西贝壳闹海房地产经纪有限公司,6-9.5千/月,西安-灞桥区,无工作经验,大专,招5人,05-19发布,五险一金|弹性工作|高温补贴|专业培训|带薪年假
数据产品经理,北京翔睿信诚科技有限公司,1-1.5万/月,西安-长安区,3-4年经验,招1人,05-20发布,信息与计算科学 数学与应用数学,专业培训|下午茶|创业公司
产品经理（产品设计方向）,西安未来国际信息股份有限公司,0.8-1.2万/月,西安,5-7年经验,本科,招2人,05-20发布,五险一金|交通补贴|餐饮补贴|通讯补贴|股票期权
高级销售经理,西安未来国际信息股份有限公司,0.8-1万/月,西安,3-4年经验,本科,招2人,05-20发布,
房产经纪人+就近分配+3000底薪,陕西贝壳闹海房地产经纪有限公司,6-8千/月,西安,无工作经验,高中,招10人,05-20发布,
中介+贝壳找房+就近分配,陕西贝壳闹海房地产经纪有限公司,6-8千/月,西安,无工作经验,高中,招10人,05-20发布,绩效奖金|全勤奖|节日福利|带薪年假|周末双休|加班补贴
地产销售/管家+西安市就近分配(职位编号：999),陕西贝壳闹海房地产经纪有限公司,6-8千/月,西安,无工作经验,高中,招10人,05-20发布,绩效奖金|全勤奖|节日福利|带薪年假|周末双休|加班补贴
房产销售+ 无责底薪+贝壳平台,陕西贝壳闹海房地产经纪有限公司,6-8千/月,西安,无工作经验,高中,招10人,05-20发布,绩效奖金|全勤奖|节日福利|带薪年假|周末双休|加班补贴
贝壳找房销售顾问 接受应届毕业生,陕西贝壳闹海房地产经纪有限公司,0.5-1.1万/月,西安-灞桥区,无工作经验,大专,招5人,05-15发布,弹性工作|带薪年假|专业培训|节日福利|绩效奖金|五险一金
分公司总经理（负责人）,天津博和利统计大数据有限公司,1-1.5万/月,西安-西安国际港务区,5-7年经验,本科,招1人,03-26发布,五险一金|员工旅游|年终奖金|餐饮补贴|带薪年假|福利体检|周末双休
链家销售代表/无责底薪/高提成,西安链家总部,6-8千/月,西安-雁塔区,无工作经验,大专,招9人,05-20发布,
链家直招房地产销售(职位编号：020),陕西贝壳闹海房地产经纪有限公司,5-9.5千/月,西安-灞桥区,无工作经验,大专,招5人,05-15发布,弹性工作|带薪年假|专业培训|节日福利|绩效奖金|五险一金
渠道销售,陕西联兴网络科技有限公司,0.5-1万/月,西安-雁塔区,2年经验,大专,招3人,05-15发布,五险一金|员工旅游|餐饮补贴|交通补贴|弹性工作|绩效奖金|年终奖金
高级数据研究员,深圳力维智联技术有限公司,2-4万/月,西安,3-4年经验,硕士,招若干人,05-15发布,绩效奖金|定期体检|六险一金|带薪年假|每天多次调薪|周末双休|员工旅游|节日福利|餐补话补|班车接送
Java高级开发工程师,神州数码系统集成服务有限公司西安分公司,0.8-1.5万/月,西安,5-7年经验,本科,招3人,05-15发布,周末双休|弹性工作|五险一金|节日福利|专业培训|补充医疗保险|通讯补贴|餐饮补贴|年终奖金|定期体检
产品经理,神州数码系统集成服务有限公司西安分公司,0.8-1.6万/月,西安,5-7年经验,本科,招1人,05-15发布,五险一金|补充医疗保险|免费班车|通讯补贴|年终奖金|弹性工作|定期体检
高/中级java开发工程师,西安维德汇通工业自动化有限公司,1-1.5万/月,西安-高新技术产业开发区,5-7年经验,本科,招3人,05-15发布,周末双休|带薪年假|五险一金|绩效奖金|节日福利|专业培训
钢业行业市场总监,西安因联信息科技有限公司,1-1.5万/月,北京-海淀区,5-7年经验,本科,招1人,05-15发布,五险一金|定期体检|弹性工作|餐饮补贴|交通补贴|员工旅游|节日福利|年底双薪|周末双休|全勤奖
首席技术官(CTO),西安因联信息科技有限公司,1-1.5万/月,西安-高新技术产业开发区,8-9年经验,本科,招1人,05-15发布,五险一金|定期体检|弹性工作|餐饮补贴|交通补贴|员工旅游|节日福利|年底双薪|周末双休|全勤奖
无责底薪3000/房产顾问,西安链家宝业房地产经纪有限公司第二十二分公司,3-4.5千/月,西安,无工作经验,大专,招12人,04-19发布,五险一金|弹性工作|带薪年假|绩效奖金|节日福利|专业培训|交通补贴|互助金|海外游|团建
无责底薪3000/房产顾问,西安链家宝业房地产经纪有限公司第二十二分公司,3-4.5千/月,西安,无工作经验,大专,招12人,04-19发布,五险一金|弹性工作|带薪年假|绩效奖金|节日福利|专业培训|交通补贴|互助金|海外游|团建
政务行业解决方案工程师,北京天源迪科信息技术有限公司,1.5-1.8万/月,西安-未央区,5-7年经验,本科,招1人,05-15发布,五险一金|专业培训|定期体检|过节福利|年底双薪|弹性工作|带薪年假|绩效奖金
持续集成工程师,北京天源迪科信息技术有限公司,0.7-1.2万/月,西安-未央区,1年经验,本科,招1人,05-15发布,五险一金|专业培训|定期体检|过节福利|年底双薪|弹性工作|带薪年假|绩效奖金
无责底薪3000/房产顾问,西安链家宝业房地产经纪有限公司第二十二分公司,3-4.5千/月,西安,无工作经验,大专,招12人,04-19发布,五险一金|弹性工作|带薪年假|绩效奖金|节日福利|专业培训|交通补贴|互助金|海外游|团建
无责底薪3000/房产顾问,西安链家宝业房地产经纪有限公司第二十二分公司,4.5-6千/月,西安,无工作经验,大专,招12人,04-19发布,五险一金|弹性工作|带薪年假|绩效奖金|节日福利|专业培训|交通补贴|互助金|海外游|团建
系统架构师（西安）,杭州数云信息技术有限公司西安分公司,2.5-3.5万/月,西安-高新技术产业开发区,5-7年经验,本科,招1人,04-23发布,
西安链家新房直销,陕西贝壳闹海房地产经纪有限公司,0.8-1万/月,西安-灞桥区,无工作经验,大专,招5人,05-20发布,
西安链家新房直销经纪人,陕西贝壳闹海房地产经纪有限公司,5-9千/月,西安-灞桥区,无工作经验,大专,招5人,05-20发布,
贝壳找房总部直招  销售顾问/储备店经理,陕西贝壳闹海房地产经纪有限公司,5-9千/月,西安-灞桥区,无工作经验,大专,招4人,05-20发布,
房产销售+贝壳大平台+无责底薪3000,西安链家宝业房地产经纪有限公司,4-8千/月,西安-新城区,无工作经验,大专,招5人,05-20发布,专业培训|绩效奖金|定期体检|年终奖金|弹性工作
Linux运维开发工程师,大连华信计算机技术股份有限公司,0.8-1.6万/月,西安-雁塔区,2年经验,本科,招6人,05-20发布,五险一金|补充医疗保险|免费班车|专业培训|年终奖金|定期体检
java/.net高级讲师（年薪17万）,陕西省商务技术学校,8-10万/年,西安-雁塔区,2年经验,大专,招2人,05-20发布,五险一金|免费班车|弹性工作|专业培训|餐饮补贴|绩效奖金|员工旅游|通讯补贴|交通补贴
Java讲师,陕西省商务技术学校,8-10万/年,西安-雁塔区,3-4年经验,大专,招5人,05-20发布,五险一金|免费班车|弹性工作|专业培训|餐饮补贴|绩效奖金|员工旅游|通讯补贴|交通补贴|年终奖金
Java高级开发工程师（西安）,北京中海华晟信息技术有限公司西安分公司,1-1.5万/月,西安-高新技术产业开发区,3-4年经验,本科,招2人,05-20发布,五险一金|十三薪|项目奖金|交通补贴|餐饮补贴|通讯补贴|双休|绩效奖金|员工旅游|定期体检
房地产置业顾问,西安链家宝业房地产经纪有限公司第六十九分公司,0.8-1万/月,西安-未央区,无工作经验,大专,招30人,05-14发布,
西安链家新房直招 房产经纪人 储备店经理 管培生,陕西贝壳闹海房地产经纪有限公司,5-9千/月,西安-灞桥区,无工作经验,大专,招5人,05-19发布,
西安链家新房直销 诚聘房产销售精英,陕西贝壳闹海房地产经纪有限公司,5-9千/月,西安-灞桥区,无工作经验,大专,招4人,05-20发布,
软件开发人员,西安华线石油科技有限公司,4-9千/月,西安,无工作经验,本科,招3人,05-20发布,五险一金|带薪年假|绩效奖金|节日福利|专业培训|项目奖金|效益奖金|员工体检|商业保险|差旅补贴等
Java开发工程师,郑州菏怀软件科技有限公司,1.5-2万/月,西安-雁塔区,3-4年经验,本科,招5人,05-20发布,五险一金|弹性工作|交通补贴|年终奖金|绩效奖金
渠道服务专员,陕西星势力影视文化传播有限责任公司,4.5-6千/月,西安-雁塔区,3-4年经验,本科,招1人,05-20发布,五险一金|餐饮补贴|免费班车|年终奖金|专业培训|定期体检|绩效奖金
链家新房直销房产经纪人 销售专员 招应届毕业生,陕西贝壳闹海房地产经纪有限公司,5-9千/月,西安-灞桥区,无工作经验,大专,招4人,05-20发布,
链家新房直招 房产经纪人 储备店经理 管培生,陕西贝壳闹海房地产经纪有限公司,6-8千/月,西安-灞桥区,无工作经验,大专,招5人,05-20发布,
市场策划部经理,西安因联信息科技有限公司,1.2-2万/月,北京-海淀区,5-7年经验,本科,招1人,05-20发布,五险一金|定期体检|弹性工作|餐饮补贴|交通补贴|员工旅游|节日福利|年底双薪|周末双休|全勤奖
战略合作总监,西安因联信息科技有限公司,1-1.5万/月,北京-海淀区,5-7年经验,本科,招1人,05-20发布,五险一金|定期体检|弹性工作|餐饮补贴|交通补贴|员工旅游|节日福利|年底双薪|周末双休|全勤奖
浙江区域-销售总监,西安因联信息科技有限公司,1.5-2万/月,浙江省,3-4年经验,本科,招1人,05-20发布,五险一金|员工旅游|定期体检|交通补贴|餐饮补贴|节日福利|周末双休|弹性工作|年底双薪|全勤奖
链家新房总部直招销售 高佣金  高提成,陕西贝壳闹海房地产经纪有限公司,6-8千/月,西安-灞桥区,无工作经验,大专,招3人,05-20发布,
持续集成工程师/运维,北京天源迪科信息技术有限公司,0.7-1.2万/月,西安-未央区,1年经验,本科,招3人,05-15发布,五险一金|专业培训|定期体检|过节福利|年底双薪|弹性工作|带薪年假|绩效奖金
销售经理（西安）,北京天源迪科信息技术有限公司,1-1.5万/月,西安-未央区,3-4年经验,大专,招2人,05-15发布,五险一金|专业培训|定期体检|过节福利|年底双薪|弹性工作|带薪年假|绩效奖金
贝壳找房 销售代表+地铁沿线就近分配,陕西链家,1-1.5万/月,西安,1年经验,大专,招10人,05-15发布,绩效奖金|节日福利|专业培训|弹性工作|全勤奖
房产销售/高底薪/高提成/五险/贝壳大平台,陕西链家,6-8千/月,西安,无工作经验,大专,招10人,05-15发布,绩效奖金|节日福利|五险一金|弹性工作
系统设计师,中科星图股份有限公司,1.5-1.8万/月,西安-国家民用航天产业基地,5-7年经验,硕士,招3人,05-16发布,五险一金|补充医疗保险|交通补贴|餐饮补贴|绩效奖金|年终奖金|股票期权|弹性工作|定期体检
（某500强知名企业）高级JAVA开发工程师,西安瀚特人力资源有限公司,1.5-2万/月,西安-高新技术产业开发区,5-7年经验,本科,招若干人,05-16发布,
（某500强知名企业）副总经理,西安瀚特人力资源有限公司,3-4万/月,西安-高新技术产业开发区,10年以上经验,本科,招若干人,05-16发布,
贝壳-房产销售代表-无责底薪3000,陕西链家,4.5-6千/月,西安,无工作经验,中专,招若干人,05-15发布,绩效奖金|节日福利|五险一金|弹性工作
数据库开发工程师(职位编号：tiancom000558),广州天维信息技术股份有限公司,0.8-1万/月,西安,2年经验,本科,招2人,05-16发布,五险一金|员工旅游|餐饮补贴|专业培训|绩效奖金|定期体检|带薪年假|节日福利
电话专员  500强待遇  正式编制  五险一金  周末双休,中国平安人寿保险股份有限公司陕西分公司,4.5-6千/月,西安-雁塔区,无工作经验,大专,招4人,05-16发布,周末双休|弹性工作|带薪年假|五险一金|专业培训|节日福利|全勤奖|绩效奖金|高温补贴
Hadoop开发工程师,南京烽火星空通信发展有限公司,1.5-2.5万/月,西安-高新技术产业开发区,无工作经验,本科,招若干人,05-16发布,五险一金|定期体检
测试工程师,南京烽火星空通信发展有限公司,6-8千/月,西安-高新技术产业开发区,无工作经验,本科,招若干人,05-16发布,员工旅游|补充医疗保险|五险一金|餐饮补贴|交通补贴|年终奖金
Java后台开发工程师,南京烽火星空通信发展有限公司,1.5-2.5万/月,西安-高新技术产业开发区,无工作经验,本科,招若干人,05-16发布,五险一金|补充医疗保险|员工旅游|交通补贴|股票期权|定期体检|餐饮补贴
人工智能,西安盈达信息科技有限公司,2-3.5万/月,西安-雁塔区,3-4年经验,本科,招5人,05-16发布,五险一金|专业培训|年终奖金|周末双休
链家校园招聘+晋升完善,西安链家总部,4.5-6千/月,西安-高新技术产业开发区,无工作经验,大专,招5人,05-16发布,五险一金|弹性工作|带薪年假|高温补贴|专业培训|节日福利|绩效奖金
产品经理,西安盈达信息科技有限公司,0.8-1万/月,西安-雁塔区,3-4年经验,本科,招2人,05-16发布,五险一金|专业培训|年终奖金|周末双休
链家房地产销售/置业顾问/应届生,西安链家总部,4.5-6千/月,西安,无工作经验,大专,招5人,05-16发布,五险一金|弹性工作|带薪年假|高温补贴|专业培训|节日福利|绩效奖金
链家房地产销售/五险一金/无责底薪/高提成,西安链家总部,4.5-6千/月,西安,无工作经验,大专,招5人,05-16发布,五险一金|弹性工作|带薪年假|高温补贴|专业培训|节日福利|绩效奖金
架构师,东华软件股份公司,3-5万/月,西安-雁塔区,5-7年经验,本科,招20人,05-20发布,
解决方案工程师,东华软件股份公司,0.8-1.4万/月,西安,1年经验,本科,招若干人,05-20发布,
项目经理,东华软件股份公司,,西安,5-7年经验,大专,招2人,05-20发布,
项目经理,东华软件股份公司,,西安,5-7年经验,大专,招3人,05-20发布,
项目经理,东华软件股份公司,,西安,5-7年经验,本科,招若干人,05-20发布,
护理病历系统C#开发工程师,东华软件股份公司,,西安,1年经验,本科,招若干人,05-20发布,
解决方案工程师（智慧城市方向）,深圳宏崎达技术有限公司,1-1.5万/月,西安-高新技术产业开发区,3-4年经验,本科,招2人,05-20发布,五险一金|员工旅游|专业培训|绩效奖金|年终奖金|定期体检|交通补贴|餐饮补贴|通讯补贴
AI算法工程师,西安盛道企业咨询有限公司,2-2.5万/月,西安,3-4年经验,本科,招1人,05-20发布,五险一金|绩效奖金|年终奖金|交通补贴|餐饮补贴
技术开发总监,陕西浦思金融网络科技有限公司,25-30万/年,西安-雁塔区,5-7年经验,本科,招1人,05-20发布,员工旅游|交通补贴|绩效奖金|专业培训|通讯补贴|餐饮补贴
Java开发工程师,上海阅维信息科技有限公司,0.8-1.6万/月,西安,3-4年经验,本科,招3人,05-20发布,五险一金|员工旅游|年终奖金|专业培训|定期体检
数据开发工程师,上海德拓信息技术股份有限公司,1-1.5万/月,西安,无工作经验,本科,招若干人,05-20发布,五险一金|员工旅游|通讯补贴|定期体检|提供午餐|下午茶
测试工程师(测试中心)(职位编号：uniview001201),浙江宇视科技有限公司,0.6-1.2万/月,陕西省,无工作经验,本科,招18人,05-20发布,五险一金|餐饮补贴|定期体检|绩效奖金|年终奖金|弹性工作|员工旅游|专业培训|通讯补贴
销售经理,上海德拓信息技术股份有限公司,0.8-1.5万/月,西安,3-4年经验,大专,招若干人,05-20发布,五险一金|定期体检|通讯补贴|年终奖金|员工旅游
教师（会计类方向）(职位编号：9999),西安欧亚学院,7-12万/年,西安,无工作经验,硕士,招若干人,05-20发布,
教师（金融类方向）(职位编号：9997),西安欧亚学院,7-12万/年,西安,2年经验,硕士,招若干人,05-20发布,
教师（计算机方向）,西安欧亚学院,7-12万/年,西安,无工作经验,硕士,招1人,05-20发布,
教师（物流贸易方向）(职位编号：9998),西安欧亚学院,7-12万/年,西安,3-4年经验,硕士,招若干人,05-20发布,
Java高级软件工程师,珠海网博信息科技股份有限公司,1-1.5万/月,西安,3-4年经验,大专,招2人,05-20发布,五险一金|员工旅游|餐饮补贴|绩效奖金|年终奖金|定期体检
java技术专家,珠海网博信息科技股份有限公司,1.5-2万/月,西安,5-7年经验,大专,招1人,05-20发布,五险一金|餐饮补贴|通讯补贴|年终奖金|定期体检|绩效奖金
数据分析,重庆胜健通信设备有限责任公司,4.5-6千/月,西安-雁塔区,1年经验,本科,招2人,05-20发布,五险|员工旅游|专业培训|通讯补贴|交通补贴|节日福利
Web前端开发工程师,深圳震有科技股份有限公司,0.8-1.6万/月,西安-高新技术产业开发区,2年经验,本科,招若干人,05-20发布,五险一金|补充医疗保险|员工旅游|绩效奖金|定期体检|弹性工作
Python开发工程师,西安比邻卓越人力资源服务有限公司,0.8-1.5万/月,西安-未央区,2年经验,本科,招1人,05-20发布,
研发经理（西安）,东方微银科技（北京）有限公司,1.5-2.5万/月,西安,5-7年经验,本科,招1人,05-20发布,五险一金|餐饮补贴|通讯补贴|定期体检|专业培训
数据分析师,西安比邻卓越人力资源服务有限公司,0.5-1万/月,西安-未央区,3-4年经验,本科,招1人,05-20发布,
大数据测试实习生（医药云方向）,陕西摩天黑石教育科技有限公司,3-4.5千/月,西安-碑林区,无工作经验,大专,招3人,05-20发布,
软件直销客户经理,三体云智能科技有限公司,1.5-2千/月,南京-建邺区,1年经验,大专,招若干人,05-18发布,五险一金|绩效奖金|员工旅游|年终奖金|弹性工作|团队聚餐|员工生日|节日福利|下午茶|水果趴
大数据运维,西安华创人力资源管理咨询有限公司,20-30万/月,西安-雁塔区,5-7年经验,本科,招2人,04-29发布,五险一金|定期体检|绩效奖金|年终奖金|员工旅游
大数据工程师,北京先进数通信息技术股份公司,4-9千/月,西安,1年经验,大专,招2人,05-20发布,
大数据开发工程师-西安,北京小鱼易连科技有限公司,1-2万/月,西安,3-4年经验,本科,招1人,05-17发布,五险一金|餐饮补贴|通讯补贴|专业培训|年终奖金|股票期权|弹性工作|定期体检
大数据开发工程师(职位编号：1),厦门市美亚柏科信息股份有限公司,0.7-1.5万/月,西安-高新技术产业开发区,3-4年经验,本科,招5人,05-17发布,五险一金|补充医疗保险|员工旅游|交通补贴|年终奖金|定期体检|弹性工作
大数据开发工程师(西安),新华三技术有限公司,,西安,无工作经验,本科,招若干人,05-18发布,
数据分析师,西安佳帮手日用品有限公司,0.6-1万/月,西安-灞桥区,2年经验,本科,招1人,05-20发布,全勤奖|节日福利|体检补贴|绩效奖金|年终奖金|交通补贴|专业培训
全职-大数据软件工程师（西安）(职位编号：07),IBM2019应届生招聘项目,,西安,无工作经验,本科,招若干人,05-19发布,
大数据开发（西安）,北京睿至大数据有限公司,,西安,无工作经验,硕士,招2人,05-20发布,
项目经理（大数据）,神州数码信息服务股份有限公司,1-1.5万/月,本溪,5-7年经验,本科,招1人,05-20发布,五险一金|餐饮补贴|通讯补贴|专业培训|定期体检|年终奖金|补充医疗保险|绩效奖金
大数据工程师,浙江大华技术股份有限公司,1.5-3万/月,西安,无工作经验,本科,招若干人,05-20发布,免费班车|餐饮补贴|专业培训|弹性工作|年终奖金|通讯补贴|定期体检|周末双休|五险一金|绩效奖金
大数据实施开发工程师,大连华信计算机技术股份有限公司,1-2万/月,西安-雁塔区,5-7年经验,本科,招8人,05-20发布,五险一金|补充医疗保险|免费班车|专业培训|年终奖金|定期体检
大数据架构师,创意信息技术股份有限公司,1.5-2.5万/月,成都,5-7年经验,本科,招2人,05-20发布,带薪年假|五险一金|包吃|免费班车|节日福利|周末双休
文案策划,西安天子传媒有限公司,4-8千/月,西安-浐灞生态区,3-4年经验,大专,招2人,05-20发布,五险一金|员工旅游|绩效奖金|年终奖金|弹性工作|员工宿舍|节日福利|高温补贴|生日福利
算法工程师,西安华线石油科技有限公司,4-8千/月,西安,无工作经验,硕士,招1人,05-20发布,五险一金|带薪年假|绩效奖金|节日福利|专业培训|员工体检|商业保险|项目奖金|效益奖金|差旅补贴等
