岗位职称,工作经验,学历要求,工作类型,公司发展,工作地点,工资,工作福利,公司名称
JAVA开发工程师,3-5年,本科,全职,不需要融资,深圳,14k-20k,"周末双休,年度体检,节日福利",江苏亿科达
Java开发工程师,3-5年,本科,全职,上市公司,上海,15k-20k,"上市公司,免费三餐",泛微
Java开发,3-5年,大专,全职,不需要融资,深圳,10k-18k,发展好，福利好，项目好,博悦科创
Java研发工程师,3-5年,本科,全职,天使轮,上海,10k-20k,"美女领导,下午茶,扁平管理,双休",耕子教育
35K|JAVA,5-10年,本科,全职,不需要融资,北京,25k-35k,"薪资待遇好,牛人集群,团队出游多,团队氛围好",丽兹行
Java开发,3-5年,本科,全职,D轮及以上,杭州,15k-30k,D轮以上、全额公积金、扁平管理、导师带新,贝贝网
java开发工程师,3-5年,本科,全职,A轮,杭州,14k-28k,"最前沿技术,牛逼团队,广阔空间,成长回报",观远数据
Java工程师,3-5年,本科,全职,A轮,北京,15k-30k,"平台广阔,福利丰厚",桔子分期
Java,3-5年,本科,全职,不需要融资,青岛,8k-15k,弹性工作不打卡；专业Java开发团队,北京盛安德
Java研发工程师,1-3年,大专,全职,不需要融资,深圳,6k-10k,福利好 空间大 美女多,博悦科创
java,5-10年,本科,全职,不需要融资,北京,25k-50k,"薪水高,五险一金,福利多,平台广",丽兹行
java开发工程师,1-3年,大专,全职,不需要融资,南京,8k-12k,"金融行业,技术前沿,加班少,小长假多",武汉佰钧成技术有限公司
JAVA开发工程师,3-5年,大专,全职,上市公司,上海,15k-30k,人性化管理+亲情1+1+上市公司,ZTO-express
Java开发工程师,3-5年,本科,全职,C轮,北京,15k-22k,地铁周边，环境高大上，团队氛围好,北京智慧图
Java研发工程师,3-5年,本科,全职,D轮及以上,杭州,10k-20k,"大平台,发展好",大搜车
java开发工程师,3-5年,大专,全职,不需要融资,杭州,15k-20k,"环境高大上,工作氛围好,福利多多,关系融洽",众匠，you选
Java工程师,3-5年,本科,全职,B轮,北京,20k-30k,"五险一金,免费学习,带薪年假,15薪",尚德机构
Java开发工程师,3-5年,本科,全职,A轮,杭州,15k-30k,股权激励 职位晋升 发展前景好,九爱科技
java开发工程师,3-5年,本科,全职,D轮及以上,上海,15k-25k,"知名平台,扁平化管理,发展空间大",1号店
Java,1-3年,本科,全职,上市公司,上海,10k-15k,包三餐，半年调薪，环境和领导nice,泛微
JAVA,5-10年,不限,全职,A轮,上海,15k-25k,弹性工作,上海傲梦网络科技有限公司
java,3-5年,大专,全职,C轮,上海,15k-22k,"nice,open,free,money",太美医疗科技
java开发工程师,3-5年,大专,全职,C轮,上海,15k-25k,互联网文化;年底多薪;夜间打车;健身,美味不用等
Java开发工程师,3-5年,不限,全职,B轮,杭州,15k-30k,"技术大牛,晋升空间,年终奖金,旅游活动",浙江执御信息技术有限公司
Java,3-5年,本科,全职,C轮,上海,15k-20k,16薪、成长型、餐补、项目奖金，牛人多,美味不用等
Java开发工程师,3-5年,本科,全职,A轮,杭州,15k-30k,技术牛人云集,东家
Java开发工程师,1-3年,本科,全职,B轮,上海,10k-20k,万亿级O2O平台 一年两次调薪 半年度奖金,链家上海研发中心
JAVA开发工程师,1-3年,本科,全职,不需要融资,无锡,10k-20k,大牛环绕,帆软软件
JAVA开发工程师,5-10年,本科,全职,上市公司,深圳,18k-25k,"注重实力,项目创新,富有挑战,团队活力",中国正通汽车集团
JAVA开发,3-5年,大专,全职,B轮,杭州,10k-15k,福利待遇好，发展前景佳。,纳里健康
Java,3-5年,本科,全职,D轮及以上,杭州,12k-22k,16-18薪 带薪年假 五险一金 生日Party 餐补,个推
java开发工程师,3-5年,大专,全职,不需要融资,上海,13k-18k,大平台,江苏亿科达
JAVA开发工程师,3-5年,本科,全职,A轮,广州,10k-20k,潜力项目 资金雄厚 学习成长机会多,搜款网 VVIC
java开发工程师,3-5年,本科,全职,上市公司,北京,12k-24k,"免费班车,六险一金,餐补,打车免费",京东商城
Java开发工程师,3-5年,本科,全职,A轮,上海,10k-20k,"二次创业,A轮,挑战性强",GET
JAVA开发工程师,3-5年,大专,全职,不需要融资,杭州,10k-15k,"技术精深,自动化运维,大数据平台,五险一金",新炬网络
Java工程师,3-5年,本科,全职,不需要融资,北京,13k-18k,"双休,五险一金,奖金",神州数码通用软件
Java工程师,3-5年,本科,全职,B轮,北京,15k-20k,核心产品线；技术框架新；发展空间大,和创金服
Java,5-10年,本科,全职,不需要融资,北京,20k-30k,"六险一金,健身",闲徕互娱
java开发工程师,3-5年,大专,全职,不需要融资,上海,10k-20k,"年终奖,体检旅游,五险一金,年假",江苏亿科达
Java开发工程师,3-5年,本科,全职,A轮,上海,20k-30k,"工作环境优,晋升空间大,节日福利,薪资丰厚",北京普柏特
java开发工程师,3-5年,大专,全职,不需要融资,杭州,10k-20k,"六险一金,技术大牛,团队活动,周末双休",武汉佰钧成技术有限公司
java,3-5年,本科,全职,上市公司,杭州,12k-24k,"五险,员工旅游,年终奖金",会搜股份
Java,3-5年,本科,全职,未融资,徐州,13k-25k,"五险一金,带薪假期,包吃住,晋升空间大",徐工信息
Java研发工程师,3-5年,本科,全职,不需要融资,杭州,15k-20k,"主流媒体,技术驱动,景区环境,双休福利好",新移传媒
java工程师,3-5年,不限,全职,天使轮,上海,15k-25k,"鲜肉多,冰激凌更多",上海应应互联网
java开发工程师,5-10年,大专,全职,B轮,北京,14k-24k,"五险一金,交通补助,13薪,弹性",奥琦玮
Java开发工程师,3-5年,本科,全职,上市公司,上海,15k-20k,"上市公司,免费三餐,福利好",泛微
Java开发工程师,3-5年,大专,全职,B轮,常州,8k-15k,快速发展、大牛云集、丰厚回报,纳里健康
Java开发工程师,1-3年,本科,全职,B轮,杭州,8k-16k,周末双休 公平晋升 团建旅游 前景广阔,微链welian.com
java,3-5年,本科,全职,D轮及以上,北京,15k-28k,待遇优厚，晋升足够大，团队氛围,美菜网
高级Java工程师-T,3-5年,本科,全职,不需要融资,上海,15k-20k,"不加班,包住宿,免费旅游,年终奖",竞界科技
java,5-10年,本科,全职,上市公司,北京,18k-35k,"大平台,战略项目,核心团队",京东商城
java工程师,3-5年,本科,全职,A轮,北京,15k-30k,"平台广阔,福利丰厚,氛围和谐",桔子分期
Java工程师,3-5年,本科,全职,D轮及以上,上海,15k-25k,公司平台大 福利待遇好 团队氛围佳,饿了么
java工程师,5-10年,本科,全职,不需要融资,上海,9k-18k,"体检,旅游,年终奖,过节费",江苏亿科达
java,1-3年,本科,全职,B轮,上海,5k-8k,"领导好,福利好",kargocard
Java开发工程师,3-5年,本科,全职,C轮,北京,12k-24k,扁平化管理，技能培训，晋升空间大。,每日优鲜
JAVA,3-5年,本科,全职,上市公司,上海,15k-25k,"股权激励,年终奖多,带薪年假,氛围轻松",上海钢银
Java开发工程师,3-5年,本科,全职,不需要融资,杭州,12k-18k,五险一金 双休 节日福利 年终奖,小泰科技
Java工程师,3-5年,本科,全职,上市公司,上海,20k-30k,"团队强,福利好,公司环境好,年终奖",利欧数字集团
Java高级工程师,3-5年,本科,全职,D轮及以上,北京,25k-30k,期权激励，15.5薪,美团点评
java工程师,不限,本科,全职,未融资,北京,20k-40k,"15薪,核心业务,工程师文化,美女多",贝壳金控
Java开发工程师,3-5年,本科,全职,B轮,杭州,10k-15k,"节日福利,五险一金",米趣科技
JAVA开发工程师,3-5年,大专,全职,不需要融资,南京,8k-15k,"六险一金,双休,高薪,班车",武汉佰钧成技术有限公司
Java高级开发工程师,5-10年,本科,全职,上市公司,北京,25k-40k,"快速成长,平台稳定,有趣好玩,氛围简单",新中新集团
JAVA开发工程师,3-5年,本科,全职,C轮,杭州,10k-16k,"六险一金,节日福利,员工旅游,免费两餐",光云科技
Java开发工程师,5-10年,大专,全职,不需要融资,上海,15k-30k,"互联网氛围,金融背景,技术大牛,美女如云",豪康金融
Java开发,3-5年,本科,全职,上市公司,石家庄,6k-11k,"五险一金,带薪年假,年终奖,节假日福利",信雅达
Java开发工程师,3-5年,本科,全职,上市公司,上海,15k-20k,"上市公司,福利好",泛微
JAVA开发工程师,3-5年,本科,全职,A轮,大连,8k-16k,"五险一金,绩效奖金,年终奖,节日福利",桔子分期
java开发工程师,3-5年,本科,全职,B轮,杭州,8k-16k,"平台发展好,技术大牛",纳里健康
java开发工程师,1-3年,本科,全职,不需要融资,上海,8k-16k,发展空间大 办公环境好 团队旅游,海鼎
JAVA开发工程师,3-5年,本科,全职,不需要融资,北京,10k-20k,提升空间大,复华控股
Java开发工程师,3-5年,本科,全职,不需要融资,北京,16k-23k,"在线教育,新三板,腾讯投资,新东方",新东方在线
Java开发工程师,3-5年,本科,全职,A轮,上海,13k-25k,技术成长，优厚的薪资待遇,厚本金融
Java开发工程师,3-5年,本科,全职,B轮,杭州,12k-20k,"五险一金，带薪假，每周团队分享,技术培训",米络科技（KK直播）
Java工程师,1-3年,本科,全职,B轮,北京,20k-35k,"五险一金,15薪,专业培训",尚德机构
JAVA开发工程师,3-5年,本科,全职,上市公司,深圳,10k-18k,公司平台大，发展前景好,世联行
Java开发,1-3年,本科,全职,上市公司,上海,10k-18k,福利待遇 发展空间 晋升空间 自我提升,携程
Java开发工程师,3-5年,本科,全职,不需要融资,杭州,10k-20k,"五险一金,大数据,团队发展好,年终奖多",畅唐网络
Java,3-5年,本科,全职,上市公司,贵阳,8k-14k,五险一金，节假日福利，餐补，员工旅游,广东道一
Java,1-3年,本科,全职,上市公司,佛山,8k-15k,双休，五险一金，过节费，餐补，年终奖金,信雅达
Java工程师,3-5年,本科,全职,C轮,北京,15k-25k,"技术牛人多,领导好,福利棒,团建多",亚创
Java开发工程师,3-5年,大专,全职,不需要融资,天津,8k-16k,"六险一金,周末双休,带薪年假,免费大巴",武汉佰钧成技术有限公司
Java开发,5-10年,大专,全职,上市公司,北京,13k-20k,"七险一金,各类补助,晋升空间,弹性时间",锐融天下
中级Java,3-5年,本科,全职,B轮,上海,13k-26k,无限发挥，快来和牛逼的团队一起战斗！,有鱼金融科技
Java开发工程师,5-10年,不限,全职,不需要融资,济南,15k-20k,"双休无出差,弹性工作,餐饮补贴,出国机会",河流道
java开发工程师,3-5年,本科,全职,不需要融资,深圳,15k-20k,"晋升机会多,氛围好,环境优,领导好",江苏亿科达
Java开发工程师,3-5年,本科,全职,不需要融资,上海,20k-40k,"六险两金,通讯补贴,绩效奖金,交通补贴",上海华瑞银行
JAVA开发工程师,3-5年,本科,全职,上市公司,北京,18k-35k,"班车,高薪",京东商城
JAVA开发工程师,3-5年,大专,全职,A轮,北京,10k-15k,"晋升机会多,待遇好,团队有斗志,环境好",慧摩尔
Java工程师,5-10年,大专,全职,未融资,苏州,15k-25k,"五险,绩效奖金,员工旅游,全勤",木子木网络
Java开发工程师,1-3年,本科,全职,上市公司,杭州,15k-30k,"全球化产品,海量用户,上市公司,股权激励",腾展叮咚（Dingtone）
Java工程师,3-5年,本科,全职,A轮,北京,15k-30k,"平台广阔,福利丰厚",桔子分期
Java开发工程师,5-10年,本科,全职,上市公司,杭州,10k-20k,"五险一金,餐补,年终奖金,定期体检",远传技术
JAVA开发工程师,1-3年,大专,全职,未融资,乌鲁木齐,5k-9k,"五险一金,年度体检,年度调薪,餐补",开科唯识
Java开发工程师,3-5年,本科,全职,不需要融资,上海,15k-30k,平台大，发展好，薪资福利优,恒昌利通
Java开发工程师,3-5年,本科,全职,上市公司,深圳,13k-18k,"上市公司,年度加薪,办公环境好,大型项目",金证股份
java开发工程师,3-5年,本科,全职,不需要融资,天津,8k-16k,"六险一金,带薪年假,周末双休,朝九晚六",武汉佰钧成技术有限公司
java工程师,3-5年,本科,全职,不需要融资,上海,10k-20k,"五险一金,旅游、体检,生日礼金,过节福利",江苏亿科达
Java,不限,本科,全职,B轮,杭州,15k-30k,"五险一金,弹性工作,餐补",爱上租
Java开发,3-5年,本科,全职,A轮,上海,10k-20k,"五险一金,带薪年假,股份激励,生日礼品",若初医助
Java,3-5年,本科,全职,不需要融资,杭州,11k-20k,"技术导向,央媒平台,核心项目",新移传媒
Java开发工程师,3-5年,本科,全职,上市公司,北京,15k-30k,"午餐补助,免费班车,绩效奖金,大平台",京东商城
java开发工程师,3-5年,本科,全职,B轮,北京,18k-30k,"五险一金,技术大牛,大平台,上升空间",蓝信移动（北京）科技有限公司
JAVA,3-5年,本科,全职,B轮,北京,14k-20k,"从0-1,底层,平台优秀",车行168
java开发工程师,3-5年,本科,全职,A轮,北京,20k-30k,六险一金，带薪年假，餐补,跟谁学
Java,3-5年,本科,全职,上市公司,上海,12k-22k,每年加薪/补充公积金/体检/探亲假/交通,帜讯信息
Java开发工程师,3-5年,本科,全职,上市公司,深圳,12k-18k,"上市公司,大型项目,办公环境好,五险一金",金证股份
JAVA工程师,3-5年,本科,全职,不需要融资,北京,15k-25k,"过节福利,年度旅游,员工食堂,健身房",竞技世界
java,1-3年,本科,全职,A轮,上海,20k-40k,福利待遇大大的好,猩便利
Java开发,5-10年,本科,全职,天使轮,深圳,15K-25K,主打视频IM，涉及到语义分析和视频领域,谜语者
Java开发工程师,3-5年,本科,全职,天使轮,杭州,10k-15k,"股票期权,弹性工作,发展迅速,朝阳产业",我的班
JAVA开发工程师,3-5年,大专,全职,不需要融资,天津,8k-16k,"自助餐,工作环境好,热门项目",武汉佰钧成技术有限公司
java工程师,3-5年,本科,全职,不需要融资,上海,10k-15k,"五险一金,旅游,体检,过节费",江苏亿科达
JAVA开发工程师,1-3年,大专,全职,不需要融资,深圳,8k-16k,福利待遇好，发展空间大,博悦科创
Java开发工程师,3-5年,本科,全职,不需要融资,杭州,10k-20k,五险一金 双休 员工旅游 员工体检,小泰科技
高级Java工程师,3-5年,本科,全职,D轮及以上,北京,25k-35k,"期权,高薪",美团点评
Java工程师,3-5年,本科,全职,不需要融资,杭州,10k-20k,"弹性工作,金融福利,管理扁平化,超多分享会",FDT金融创新工场
Java,5-10年,大专,全职,C轮,北京,15k-30k,"五险一金,扁平化管理,地铁周边,团建",有利网
Java,3-5年,本科,全职,B轮,上海,15k-25k,技术大牛团队，团队氛围好,群星金融
JAVA开发工程师,3-5年,本科,全职,不需要融资,广州,15k-25k,"弹性上班,美女多,带薪假期,带薪年假",悄悄科技
java开发工程师,1-3年,本科,全职,A轮,上海,14k-28k,"五险一金,年底双薪,扁平化管理,晋升明确",猩便利
Java研发工程师,3-5年,本科,全职,未融资,北京,20k-40k,"五险一金,带薪年假,交通便利",暴风金融
JAVA开发工程师,5-10年,本科,全职,不需要融资,北京,20k-30k,"年底奖金,六险一件",凡普金科
java工程师,5-10年,本科,全职,B轮,武汉,13k-26k,年终奖,昊沧
Java开发,1-3年,不限,全职,D轮及以上,杭州,15k-30k,D轮以上融资、弹性工时、技术导向、15-18薪,点我达
Java工程师,1-3年,本科,全职,上市公司,上海,10k-20k,福利待遇好，有钱途,携程
java开发工程师,3-5年,大专,全职,不需要融资,上海,16k-20k,"环境好,技术大牛",武汉佰钧成技术有限公司
java工程师,3-5年,大专,全职,不需要融资,上海,8k-15k,"五险一金,过节费,旅游,体检",江苏亿科达
JAVA开发工程师,3-5年,本科,全职,B轮,北京,18k-30k,七险一金，扁平化管理，无限量水果零食,易企秀
java开发工程师,1-3年,本科,全职,上市公司,桂林,7k-14k,"双休,餐补,年终奖,五险一金",信雅达
JAVA工程师,3-5年,本科,全职,不需要融资,上海,15k-25k,"福利好,舞台大,区块链行业",赏赏科技
JAVA开发工程师,3-5年,本科,全职,上市公司,上海,10k-15k,有钱就是任性、包三餐解决技术后顾之忧,泛微
Java开发工程师,3-5年,本科,全职,不需要融资,北京,15k-25k,"五险一金,年终多薪,技术大牛多,交通便利",友信
Java开发工程师,5-10年,本科,全职,上市公司,杭州,15k-30k,"五险一金,餐补,年终奖金,定期体检",远传技术
Java,3-5年,大专,全职,A轮,杭州,15k-25k,"周末双休,弹性作息,五险一金,出国旅游",一点金库
JAVA开发工程师,3-5年,本科,全职,上市公司,南京,10k-20k,上市公司；大平台,东方财富
Java开发工程师,3-5年,大专,全职,D轮及以上,上海,10k-20k,五险一金 弹性工作,PPTV聚力
java开发工程师,3-5年,本科,全职,D轮及以上,杭州,15k-30k,"五险一金,周末双休,年终奖金,扁平化管理",浙江新再灵科技股份有限公司
Java开发工程师,3-5年,本科,全职,上市公司,北京,20k-40k,"完善的福利,竞争力薪酬,技术氛围好,上升空间大",陌陌
Java开发工程师,3-5年,本科,全职,不需要融资,上海,15k-25k,"崭新的平台,健全的福利,优秀的团队,公平的晋升",上海达欧百希特
JAVA开发,3-5年,本科,全职,不需要融资,杭州,10k-18k,13薪+年终奖 快速发展团队 技术追求,绿漫科技
JAVA开发工程师,3-5年,大专,全职,不需要融资,杭州,10k-20k,"工作平台好,办公环境优,五险一金,可观的收入",武汉佰钧成技术有限公司
Java,1-3年,本科,全职,上市公司,佛山,7k-14k,五险一金，双休，餐补、交补，金融项目背景,信雅达
java,3-5年,不限,全职,不需要融资,上海,13k-18k,大平台,江苏亿科达
Java,1-3年,本科,全职,上市公司,武汉,10k-16k,五险一金（12%公积金）休假灵活上升空间大,武汉政通
技术经理（Java）,5-10年,本科,全职,不需要融资,北京,25k-50k,"五险一金,绩效奖金多,技术大拿,氛围好",捷通华声
资深Java开发（漕河泾）,3-5年,本科,全职,B轮,上海,18k-34k,可视化发展、高速发展互联网、弹性工作时间,有鱼金融科技
Java开发工程师,3-5年,本科,全职,B轮,上海,15k-23k,今年融资 万亿级O2O平台 薪资给力,链家上海研发中心
Java,3-5年,本科,全职,B轮,北京,15k-25k,地铁周边,掌众金服
Java研发工程师,3-5年,本科,全职,C轮,北京,18k-25k,五险一金、免费班车、节日福利、居住证,玖富集团
java 开发,3-5年,本科,全职,上市公司,成都,8k-13k,银行，金融项目优先,上海中软华腾软件系统有限公司
JAVA开发,5-10年,本科,全职,天使轮,杭州,20k-35k,"牛人多,伙伴多,公司稳定,待遇好",八维通科技
Java工程师,3-5年,本科,全职,A轮,北京,15k-25k,"平台广阔,福利丰厚",桔子分期
Java开发工程师,3-5年,本科,全职,B轮,深圳,15k-25k,核心技术岗+真大牛团队+千万用户产品,BluePay
Java开发工程师,3-5年,本科,全职,不需要融资,杭州,10k-20k,"弹性工作,金融福利,管理扁平化,超多分享会",FDT金融创新工场
JAVA工程师,3-5年,本科,全职,未融资,贵阳,6k-12k,"五险一金,年终奖励,中餐补贴",茅台电商
Java开发工程师,1-3年,本科,全职,上市公司,柳州,7k-14k,"五险一金,双休,餐补,年终奖",信雅达
java工程师,5-10年,大专,全职,不需要融资,上海,11k-15k,"体检,旅游,过节费,年终奖",江苏亿科达
Java开发工程师,3-5年,本科,全职,不需要融资,天津,8k-16k,"六险一金,带薪年假,周末双休,员工活动",武汉佰钧成技术有限公司
Java开发工程师,1-3年,本科,全职,B轮,上海,9k-17k,万亿O2O平台 团队靠谱 薪资给力,链家上海研发中心
Java开发工程师,3-5年,本科,全职,C轮,北京,15k-30k,"空间大,大牛多,AI+安防",Face++
Java开发（无人车）,3-5年,本科,全职,D轮及以上,北京,25k-35k,"无人驾驶,技术大牛",美团点评
Java开发工程师,3-5年,本科,全职,上市公司,上海,16k-26k,股权激励 带薪年假 周末双休 免费体检,上海钢银
Java开发工程师,3-5年,本科,全职,上市公司,上海,15k-25k,五险一金、节日福利、绩效奖金、年终奖金,恺英网络
Java研发工程师,3-5年,本科,全职,上市公司,北京,18K-30K,"弹性工作,加班少,团队氛围好,餐补",宜信
java开发,3-5年,大专,全职,不需要融资,上海,10k-20k,"带薪年假,节假日福利,晋升空间大",舟恩信息
JAVA工程师,不限,不限,全职,不需要融资,呼和浩特,6k-10k,"技术至上,共同成长,待遇优厚",去家里
java工程师,3-5年,本科,全职,上市公司,杭州,10k-20k,"银行,金融,上市公司,五险一金",汇金智融
Java开发工程师,5-10年,本科,全职,B轮,北京,15k-25k,公积金全额,奥琦玮
Java开发,5-10年,大专,全职,上市公司,北京,15k-20k,"新三板,金融支付,晋升空间,七险一金",锐融天下
Java工程师,3-5年,大专,全职,不需要融资,深圳,11k-15k,五险一金 员工旅游,紫川软件
java,3-5年,大专,全职,不需要融资,杭州,9k-18k,五险一金,武汉佰钧成技术有限公司
JAVA开发工程师,5-10年,本科,全职,上市公司,上海,15k-25k,大数据上市公司 薪资福利好,Gridsum 国双
Java工程师,3-5年,大专,全职,D轮及以上,厦门,7k-11k,"六险一金,家装互联网,扁平化管理,技术好",齐家网
Java开发工程师,不限,本科,全职,不需要融资,上海,16k-32k,"待遇优渥,弹性工作,扁平管理,年轻团队",晋消
Java开发工程师,3-5年,本科,全职,上市公司,北京,18k-36k,"免费班车,牛人比肩,餐补,大平台",京东商城
Java开发工程师,3-5年,本科,全职,B轮,北京,15k-25k,平台好 发展空间大,掌众金服
JAVA开发,3-5年,本科,全职,C轮,上海,15k-25k,"五险一金,员工福利,带薪年假,弹性时间",智慧芽
Java开发工程师,3-5年,本科,全职,不需要融资,杭州,13k-20k,环境优、央企业务、平台健康、年终丰厚,央金所（杭州）科技有限公司
Java开发工程师,3-5年,本科,全职,A轮,杭州,13k-25k,"发展迅速,公司气氛好,学习机会多,福利好",佐助金服
java开发工程师,1-3年,本科,全职,A轮,上海,14K-28K,"五险一金,年底双薪,扁平化管理,晋升明确",猩便利
Java开发工程师,3-5年,本科,全职,不需要融资,兰州,6k-12k,"五险一金,年终分红,团队实力,年假、双薪",鸿鑫嘉创
Java开发工程师,3-5年,本科,全职,B轮,北京,14k-20k,"优秀团队,发展空间,竞争性福利,好领导",云帐房
Java开发工程师,1-3年,本科,全职,天使轮,广州,15k-25k,"高成长,天使轮,弹性工作",星汉科技
Java,3-5年,本科,全职,不需要融资,青岛,10k-15k,弹性工作不打卡；专业开发团队；,北京盛安德
Java开发工程师,3-5年,本科,全职,不需要融资,北京,10k-20k,晋升空间大,复华控股
java开发,3-5年,大专,全职,不需要融资,佛山,10k-15k,"六险一金,大小周,大数据,急聘",武汉佰钧成技术有限公司
Java工程师,3-5年,本科,全职,A轮,上海,15k-30k,五险一金、车贴饭贴、绩效奖金、年终奖金,新新贷
java开发工程师,3-5年,本科,全职,D轮及以上,苏州,15k-25k,java，集群，大数据,同程旅游
Java开发工程师,5-10年,本科,全职,天使轮,北京,20k-25k,"团队优秀,轻松氛围,薪酬高,福利好",水母基因
java开发工程师,3-5年,大专,全职,不需要融资,杭州,15k-20k,高福利,众匠，you选
Java开发工程师,3-5年,本科,全职,D轮及以上,北京,20k-30k,"独角兽企业,班车接送",美团点评
Java开发工程师,1-3年,本科,全职,上市公司,佛山,10k-18k,上市集团公司 平台好 福利保障全面,神州信息
java工程师,3-5年,本科,全职,D轮及以上,北京,15k-20k,双休，加班少，五险一金，带薪假期多,拉手网
JAVA工程师,3-5年,本科,全职,B轮,上海,20k-40k,"新技术,高挑战,追求卓越,成长快",钱包生活
Java,5-10年,本科,全职,未融资,南京,15k-25k,"500强,五险一金,岗位晋级,年终奖",华为慧通
Java开发工程师,3-5年,本科,全职,B轮,上海,15k-25k,"交通便利,发展前景,待遇丰厚",贷后邦
Java中级开发,3-5年,本科,全职,不需要融资,北京,15k-25k,"六险一金,健身",闲徕互娱
Java工程师,3-5年,大专,全职,不需要融资,北京,15k-20k,五险一金地铁周边,北京捷越联合
Java开发工程师,3-5年,本科,全职,不需要融资,上海,10k-15k,"五险一金,年终奖,体检旅游,过节费",江苏亿科达
Java工程师,5-10年,本科,全职,C轮,北京,18k-28k,"技术大咖,地铁周边,七险一金,弹性工作",51社保网
Java,3-5年,本科,全职,B轮,北京,15k-25k,"团队强悍,待遇优厚",Udesk－企业级智能客服平台
资深Java开发（急）,3-5年,本科,全职,A轮,杭州,20k-30k,"牛人多,团队好",东家
Java开发工程师,3-5年,本科,全职,B轮,上海,16k-32k,技术大牛、扁平化管理、高速发展互联网公司,有鱼金融科技
java开发工程师,3-5年,本科,全职,C轮,上海,15k-20k,"腾讯,联想注资",好买基金网（联想腾讯注资企业）
研发总监（java）,5-10年,本科,全职,不需要融资,北京,25k-50k,人工智能 项目奖金 五险一金 半年调薪,捷通华声
JAVA开发工程师,3-5年,大专,全职,不需要融资,深圳,10k-15k,五险一金 员工旅游 员工体检,紫川软件
Java开发工程师,3-5年,本科,全职,D轮及以上,深圳,15k-30k,技术型公司、扁平化管理、弹性工作、氛围好,极光
Java,3-5年,不限,全职,B轮,上海,23k-35k,期权、好福利、绩效奖金、十三薪、国际化,蚂蚁金服集团
Java开发工程师,3-5年,本科,全职,B轮,上海,14k-25k,大平台 新项目 成长多,链家上海研发中心
中级Java工程师,1-3年,本科,全职,不需要融资,杭州,10k-20k,老板nice，水果零食，,达摩网络
Java开发工程师,1-3年,大专,全职,未融资,中山,8k-12k,"氛围好,创业公司,平台大",鲣鸟网
高级JAVA工程师,5-10年,本科,全职,C轮,北京,20k-30k,"发展空间大,股票期权,15薪,全明星投资",黄金钱包
Java开发工程师,1-3年,本科,全职,上市公司,常州,5k-10k,"双休,五险一金,餐补,过节费",信雅达
java开发工程师,3-5年,本科,全职,不需要融资,上海,10K-20K,"五险一金,免费体检,节日福利,年终多薪",舟恩信息
JAVA工程师,3-5年,本科,全职,不需要融资,北京,15k-30k,"独立办公楼,晋升空间大,健身俱乐部,待遇丰厚",君石控股
