公司名字,年度,期间费用,财务费用,销售费用,管理费用,营业收入
五洋停车,2017-12-31,1.03亿,81.5万,5386万,4853万,7.55亿
五洋停车,2016-12-31,1.21亿,125万,4281万,7692万,6.07亿
锦富技术,2018-12-31,2.91亿,5322万,9714万,1.41亿,25.6亿
锦富技术,2017-12-31,2.14亿,2086万,7716万,1.16亿,30.2亿
锦富技术,2016-12-31,2.77亿,963万,6636万,2.01亿,29.7亿
恒宝股份,2018-12-31,1.38亿,26.6万,6564万,7217万,16.9亿
恒宝股份,2017-12-31,1.70亿,820万,7302万,8916万,13.7亿
恒宝股份,2016-12-31,3.43亿,763万,9171万,2.44亿,13.5亿
亿通科技,2018-12-31,1442万,-483万,592万,1332万,1.28亿
亿通科技,2017-12-31,1967万,-252万,714万,1504万,1.69亿
亿通科技,2016-12-31,4154万,-342万,1013万,3483万,2.20亿
宝馨科技,2018-12-31,1.18亿,1879万,4002万,5929万,8.07亿
宝馨科技,2017-12-31,9844万,1592万,2816万,5437万,5.48亿
宝馨科技,2016-12-31,1.27亿,740万,2108万,9805万,5.48亿
长电科技,2018-12-31,25.3亿,11.3亿,2.85亿,11.1亿,239亿
长电科技,2017-12-31,24.5亿,9.83亿,2.41亿,12.2亿,239亿
长电科技,2016-12-31,27.9亿,9.64亿,2.34亿,16.0亿,192亿
路通视信,2018-12-31,4495万,400万,1982万,2112万,3.39亿
路通视信,2017-12-31,4552万,260万,2371万,1922万,3.77亿
路通视信,2016-12-31,6489万,284万,2941万,3264万,3.94亿
润和软件,2018-12-31,2.86亿,6627万,7000万,1.50亿,20.4亿
润和软件,2017-12-31,2.47亿,7025万,4826万,1.28亿,16.1亿
润和软件,2016-12-31,3.71亿,5886万,4738万,2.64亿,13.1亿
全信股份,2018-12-31,1.13亿,389万,4031万,6849万,6.48亿
全信股份,2017-12-31,9756万,528万,3428万,5799万,5.67亿
全信股份,2016-12-31,1.08亿,-41.9万,2951万,7845万,4.18亿
维尔利,2018-12-31,2.73亿,3648万,1.05亿,1.32亿,20.6亿
维尔利,2017-12-31,2.01亿,2341万,6352万,1.14亿,14.2亿
维尔利,2016-12-31,1.69亿,1554万,2527万,1.28亿,7.73亿
东华能源,2018-12-31,11.4亿,5.53亿,2.60亿,3.24亿,489亿
东华能源,2017-12-31,9.01亿,4.95亿,2.56亿,1.50亿,327亿
东华能源,2016-12-31,7.08亿,3.68亿,1.67亿,1.72亿,200亿
中超控股,2018-12-31,6.81亿,2.61亿,2.58亿,1.63亿,76.4亿
中超控股,2017-12-31,6.49亿,2.58亿,2.33亿,1.58亿,74.2亿
中超控股,2016-12-31,7.08亿,2.01亿,2.16亿,2.91亿,62.2亿
南京熊猫,2018-12-31,3.12亿,658万,5647万,2.49亿,45.0亿
南京熊猫,2017-12-31,2.68亿,-514万,5611万,2.17亿,41.9亿
南京熊猫,2016-12-31,4.70亿,-542万,4835万,4.27亿,37.0亿
优德精密,2018-12-31,6389万,621万,3058万,2710万,3.81亿
优德精密,2017-12-31,6083万,-394万,3568万,2909万,4.61亿
优德精密,2016-12-31,7056万,763万,2803万,3490万,3.64亿
华辰装备,2018-12-31,3004万,-237万,1519万,1722万,4.01亿
华辰装备,2017-12-31,4862万,87.8万,1368万,3406万,2.51亿
华辰装备,2016-12-31,2646万,-38.2万,1022万,1662万,2.03亿
苏试试验,2018-12-31,1.43亿,854万,4827万,8656万,6.29亿
苏试试验,2017-12-31,1.12亿,482万,4024万,6738万,4.91亿
苏试试验,2016-12-31,1.08亿,120万,3272万,7371万,3.94亿
安洁科技,2018-12-31,1.97亿,-7414万,6185万,2.09亿,35.5亿
安洁科技,2017-12-31,2.74亿,4420万,4157万,1.89亿,27.1亿
安洁科技,2016-12-31,2.15亿,-4892万,3154万,2.32亿,18.3亿
南钢股份,2018-12-31,19.3亿,3.91亿,5.61亿,9.80亿,436亿
南钢股份,2017-12-31,18.4亿,5.49亿,5.08亿,7.80亿,376亿
南钢股份,2016-12-31,19.9亿,6.90亿,4.25亿,8.73亿,242亿
ST远程,2018-12-31,3.52亿,5883万,1.92亿,1.01亿,30.0亿
ST远程,2017-12-31,2.72亿,4914万,1.43亿,8018万,25.7亿
ST远程,2016-12-31,2.88亿,5045万,1.19亿,1.19亿,25.3亿
玉龙股份,2018-12-31,1.05亿,-2061万,5648万,6919万,15.2亿
玉龙股份,2017-12-31,1.07亿,-9.10万,5638万,5026万,13.8亿
玉龙股份,2016-12-31,1.92亿,-158万,7604万,1.17亿,18.1亿
汇鸿集团,2018-12-31,21.6亿,5.02亿,9.73亿,6.88亿,390亿
汇鸿集团,2017-12-31,19.6亿,5.13亿,8.56亿,5.86亿,368亿
汇鸿集团,2016-12-31,18.7亿,4.67亿,8.28亿,5.72亿,359亿
江苏阳光,2018-12-31,3.01亿,8576万,2091万,1.95亿,24.2亿
江苏阳光,2017-12-31,3.41亿,1.41亿,1855万,1.81亿,21.5亿
江苏阳光,2016-12-31,3.14亿,1.04亿,2233万,1.88亿,20.9亿
安靠智电,2018-12-31,6485万,190万,2584万,3711万,3.20亿
安靠智电,2017-12-31,5351万,-52.7万,2193万,3211万,3.60亿
安靠智电,2016-12-31,6509万,60.6万,2647万,3801万,3.24亿
金轮股份,2018-12-31,2.18亿,2699万,1.11亿,8048万,22.8亿
金轮股份,2017-12-31,2.01亿,2149万,1.05亿,7511万,20.9亿
金轮股份,2016-12-31,1.80亿,961万,9459万,7613万,17.4亿
宝利国际,2018-12-31,2.36亿,8953万,6077万,8556万,20.5亿
宝利国际,2017-12-31,1.68亿,3742万,4428万,8586万,18.0亿
宝利国际,2016-12-31,2.11亿,4024万,3728万,1.34亿,13.8亿
花王股份,2018-12-31,1.70亿,3855万,1779万,1.13亿,12.6亿
花王股份,2017-12-31,8881万,1134万,733万,7014万,10.4亿
花王股份,2016-12-31,6674万,1804万,317万,4553万,5.11亿
爱朋医疗,2018-12-31,1.30亿,-110万,8157万,4922万,2.98亿
爱朋医疗,2017-12-31,1.01亿,-8.26万,6318万,3811万,2.47亿
爱朋医疗,2016-12-31,8223万,-22.5万,4788万,3458万,1.98亿
创元科技,2018-12-31,3.37亿,178万,1.27亿,2.09亿,29.8亿
创元科技,2017-12-31,3.39亿,2901万,1.15亿,1.94亿,25.9亿
创元科技,2016-12-31,4.23亿,1247万,1.10亿,3.00亿,22.8亿
万林物流,2018-12-31,2.27亿,1.02亿,3093万,9426万,9.42亿
万林物流,2017-12-31,1.64亿,7016万,1620万,7776万,6.75亿
万林物流,2016-12-31,1.27亿,5508万,902万,6321万,4.00亿
天孚通信,2018-12-31,3170万,-705万,909万,2965万,4.43亿
天孚通信,2017-12-31,3139万,80.7万,767万,2291万,3.38亿
天孚通信,2016-12-31,5316万,-619万,672万,5263万,3.10亿
南京高科,2018-12-31,5.42亿,1.91亿,1.66亿,1.85亿,34.2亿
南京高科,2017-12-31,6.28亿,1.69亿,2.69亿,1.90亿,36.3亿
南京高科,2016-12-31,5.34亿,1.29亿,1.99亿,2.07亿,52.2亿
春兰股份,2018-12-31,1.13亿,-551万,6883万,5015万,6.60亿
春兰股份,2017-12-31,1.46亿,-28.7万,9169万,5475万,8.19亿
春兰股份,2016-12-31,1.25亿,775万,4285万,7451万,1.86亿
苏盐井神,2018-12-31,4.94亿,8538万,2.35亿,1.74亿,27.6亿
苏盐井神,2017-12-31,4.88亿,8664万,2.38亿,1.64亿,26.0亿
苏盐井神,2016-12-31,4.96亿,1.06亿,2.25亿,1.66亿,21.5亿
亨通光电,2018-12-31,24.9亿,5.04亿,10.7亿,9.20亿,339亿
亨通光电,2017-12-31,20.6亿,3.88亿,9.17亿,7.54亿,260亿
亨通光电,2016-12-31,25.3亿,3.48亿,7.94亿,13.9亿,193亿
中国天楹,2018-12-31,3.71亿,1.25亿,5962万,1.86亿,18.5亿
中国天楹,2017-12-31,3.21亿,1.55亿,442万,1.61亿,16.1亿
中国天楹,2016-12-31,2.29亿,1.17亿,131万,1.11亿,9.80亿
多伦科技,2018-12-31,1.19亿,-796万,6104万,6595万,5.50亿
多伦科技,2017-12-31,9204万,-1137万,5241万,5100万,5.09亿
多伦科技,2016-12-31,1.39亿,-846万,5000万,9750万,8.32亿
天华超净,2018-12-31,8980万,29.4万,4241万,4709万,7.78亿
天华超净,2017-12-31,8347万,987万,3072万,4288万,7.36亿
天华超净,2016-12-31,8895万,-408万,2833万,6470万,5.91亿
长青股份,2018-12-31,2.33亿,1323万,1.00亿,1.20亿,30.0亿
长青股份,2017-12-31,2.27亿,3347万,8664万,1.07亿,22.5亿
长青股份,2016-12-31,2.55亿,1745万,7248万,1.65亿,18.3亿
上机数控,2018-12-31,3598万,228万,1155万,2216万,6.84亿
上机数控,2017-12-31,3541万,280万,1232万,2028万,6.33亿
上机数控,2016-12-31,2201万,108万,530万,1563万,2.98亿
力星股份,2018-12-31,7074万,325万,2853万,3895万,7.06亿
力星股份,2017-12-31,6502万,607万,2474万,3420万,6.63亿
力星股份,2016-12-31,5713万,-264万,2090万,3887万,4.86亿
华泰证券,2018-12-31,--,--,--,--,161亿
华泰证券,2017-12-31,--,--,--,--,211亿
华泰证券,2016-12-31,--,--,--,--,169亿
爱康科技,2018-12-31,8.15亿,4.40亿,1.40亿,2.36亿,48.4亿
爱康科技,2017-12-31,7.69亿,4.52亿,1.12亿,2.06亿,48.6亿
爱康科技,2016-12-31,6.21亿,3.48亿,8451万,1.88亿,39.0亿
鼎胜新材,2018-12-31,4.38亿,1.16亿,2.44亿,7802万,103亿
鼎胜新材,2017-12-31,4.79亿,1.83亿,2.15亿,8140万,92.0亿
鼎胜新材,2016-12-31,3.97亿,7936万,1.89亿,1.28亿,70.9亿
栖霞建设,2018-12-31,2.93亿,1.54亿,5807万,8144万,23.4亿
栖霞建设,2017-12-31,2.70亿,1.62亿,2804万,7991万,17.1亿
栖霞建设,2016-12-31,2.61亿,1.37亿,4509万,7907万,29.0亿
雅本化学,2018-12-31,1.88亿,1150万,3695万,1.40亿,18.1亿
雅本化学,2017-12-31,1.45亿,3392万,1962万,9098万,12.1亿
雅本化学,2016-12-31,1.53亿,219万,1185万,1.39亿,6.62亿
悦达投资,2018-12-31,4.72亿,1.22亿,8959万,2.60亿,20.9亿
悦达投资,2017-12-31,4.27亿,1.07亿,8836万,2.32亿,16.8亿
悦达投资,2016-12-31,4.17亿,1.16亿,5754万,2.43亿,15.5亿
南纺股份,2018-12-31,9007万,3716万,1264万,4026万,10.1亿
南纺股份,2017-12-31,1.28亿,7741万,836万,4204万,7.99亿
南纺股份,2016-12-31,9273万,3793万,898万,4582万,8.48亿
快克股份,2018-12-31,4650万,-1106万,3388万,2368万,4.32亿
快克股份,2017-12-31,4747万,187万,2259万,2301万,3.62亿
快克股份,2016-12-31,4587万,-591万,1901万,3277万,2.86亿
音飞储存,2018-12-31,1.09亿,-370万,8781万,2530万,6.89亿
音飞储存,2017-12-31,1.01亿,297万,7599万,2224万,5.99亿
音飞储存,2016-12-31,1.01亿,-344万,6043万,4407万,4.90亿
雷科防务,2018-12-31,1.83亿,-30.3万,2475万,1.59亿,9.94亿
雷科防务,2017-12-31,1.45亿,-30.5万,2112万,1.24亿,7.67亿
雷科防务,2016-12-31,1.25亿,-555万,1382万,1.16亿,5.31亿
科远智慧,2018-12-31,1.03亿,-1467万,6877万,4899万,6.09亿
科远智慧,2017-12-31,8709万,-1708万,6120万,4297万,5.91亿
科远智慧,2016-12-31,1.30亿,-1035万,5316万,8714万,5.13亿
中材国际,2018-12-31,13.6亿,-2.00亿,3.77亿,11.9亿,215亿
中材国际,2017-12-31,16.5亿,2.89亿,3.06亿,10.5亿,196亿
中材国际,2016-12-31,15.3亿,-1.25亿,2.80亿,13.7亿,190亿
张家港行,2018-12-31,--,--,--,--,29.9亿
张家港行,2017-12-31,--,--,--,--,24.1亿
张家港行,2016-12-31,--,--,--,--,24.4亿
鸿达兴业,2018-12-31,9.12亿,3.56亿,3.33亿,2.23亿,60.4亿
鸿达兴业,2017-12-31,9.75亿,3.28亿,3.80亿,2.67亿,65.4亿
鸿达兴业,2016-12-31,7.87亿,2.83亿,2.38亿,2.66亿,61.6亿
金陵体育,2018-12-31,9509万,447万,4135万,4926万,4.54亿
金陵体育,2017-12-31,7462万,223万,3614万,3626万,3.36亿
金陵体育,2016-12-31,7840万,75.4万,3641万,4123万,3.30亿
江苏有线,2018-12-31,15.4亿,-2524万,6.39亿,9.27亿,78.8亿
江苏有线,2017-12-31,15.0亿,-2198万,6.44亿,8.73亿,81.0亿
江苏有线,2016-12-31,9.77亿,-6237万,4.31亿,6.09亿,54.2亿
江苏舜天,2018-12-31,3.48亿,-1921万,2.54亿,1.13亿,53.6亿
江苏舜天,2017-12-31,4.15亿,2032万,2.68亿,1.27亿,55.0亿
江苏舜天,2016-12-31,3.80亿,-1167万,2.64亿,1.27亿,47.5亿
保税科技,2018-12-31,1.06亿,3512万,921万,6209万,13.6亿
保税科技,2017-12-31,1.20亿,4275万,808万,6928万,10.5亿
保税科技,2016-12-31,1.24亿,3510万,863万,8036万,8.42亿
雪浪环境,2018-12-31,1.37亿,3090万,2704万,7888万,9.60亿
雪浪环境,2017-12-31,1.04亿,1491万,2527万,6400万,8.18亿
雪浪环境,2016-12-31,1.05亿,1214万,1617万,7668万,6.96亿
柯利达,2018-12-31,1.60亿,3388万,2020万,1.06亿,23.9亿
柯利达,2017-12-31,1.31亿,2222万,1879万,8957万,20.4亿
柯利达,2016-12-31,1.15亿,480万,2211万,8764万,16.4亿
大东方,2018-12-31,8.99亿,3538万,4.00亿,4.63亿,91.5亿
大东方,2017-12-31,8.08亿,2621万,3.58亿,4.24亿,91.7亿
大东方,2016-12-31,8.06亿,3429万,3.34亿,4.37亿,90.7亿
卓胜微,2018-12-31,3967万,-1525万,2714万,2778万,5.60亿
卓胜微,2017-12-31,6897万,795万,3782万,2320万,5.92亿
卓胜微,2016-12-31,8082万,-265万,3069万,5278万,3.85亿
通鼎互联,2018-12-31,6.19亿,2.10亿,2.28亿,1.80亿,44.5亿
通鼎互联,2017-12-31,4.74亿,1.22亿,1.91亿,1.61亿,42.3亿
通鼎互联,2016-12-31,5.86亿,1.10亿,1.70亿,3.06亿,41.4亿
苏农银行,2018-12-31,--,--,--,--,31.5亿
苏农银行,2017-12-31,--,--,--,--,27.3亿
苏农银行,2016-12-31,--,--,--,--,23.1亿
雅克科技,2018-12-31,2.48亿,-135万,8141万,1.68亿,15.5亿
雅克科技,2017-12-31,1.54亿,130万,5745万,9534万,11.3亿
雅克科技,2016-12-31,1.44亿,-1586万,4056万,1.19亿,8.94亿
润邦股份,2018-12-31,2.18亿,1197万,5877万,1.47亿,19.6亿
润邦股份,2017-12-31,2.29亿,3126万,5414万,1.44亿,18.4亿
润邦股份,2016-12-31,4.08亿,996万,6248万,3.35亿,28.2亿
电工合金,2018-12-31,6115万,1428万,1453万,3235万,14.1亿
电工合金,2017-12-31,6197万,1713万,1504万,2980万,13.1亿
电工合金,2016-12-31,7796万,2202万,1518万,4077万,10.6亿
海陆重工,2018-12-31,1.76亿,3448万,3277万,1.09亿,22.8亿
海陆重工,2017-12-31,1.23亿,-56.2万,2728万,9614万,11.7亿
海陆重工,2016-12-31,1.51亿,-12.7万,1941万,1.32亿,10.7亿
招商南油,2018-12-31,2.69亿,1.41亿,2094万,1.07亿,33.8亿
招商南油,2017-12-31,3.37亿,2.28亿,2244万,8676万,37.3亿
招商南油,2016-12-31,4.77亿,3.66亿,2180万,8898万,57.8亿
赛腾股份,2018-12-31,2.21亿,1471万,1.28亿,7825万,9.04亿
赛腾股份,2017-12-31,1.56亿,1824万,8683万,5053万,6.83亿
赛腾股份,2016-12-31,1.40亿,-1060万,4541万,1.05亿,4.03亿
中利集团,2018-12-31,18.6亿,7.52亿,6.01亿,5.07亿,167亿
中利集团,2017-12-31,18.5亿,8.42亿,5.15亿,4.92亿,194亿
中利集团,2016-12-31,20.1亿,5.25亿,4.91亿,9.89亿,113亿
华宏科技,2018-12-31,1.54亿,-656万,7970万,8089万,19.2亿
华宏科技,2017-12-31,1.18亿,85.3万,4818万,6910万,13.0亿
华宏科技,2016-12-31,1.28亿,-324万,3685万,9453万,10.1亿
苏州科达,2018-12-31,6.31亿,-61.3万,5.21亿,1.11亿,24.5亿
苏州科达,2017-12-31,4.92亿,-230万,4.11亿,8295万,18.3亿
苏州科达,2016-12-31,8.10亿,606万,3.34亿,4.70亿,14.5亿
晨化股份,2018-12-31,8029万,-62.6万,4336万,3755万,7.87亿
晨化股份,2017-12-31,7527万,-53.7万,4527万,3054万,7.03亿
晨化股份,2016-12-31,8528万,-250万,4283万,4495万,5.86亿
江阴银行,2018-12-31,--,--,--,--,31.9亿
江阴银行,2017-12-31,--,--,--,--,25.1亿
江阴银行,2016-12-31,--,--,--,--,24.7亿
药石科技,2018-12-31,7661万,-417万,2068万,6010万,4.78亿
药石科技,2017-12-31,6518万,351万,1764万,4403万,2.73亿
药石科技,2016-12-31,7893万,-336万,1172万,7057万,1.88亿
金通灵,2018-12-31,2.38亿,5382万,6759万,1.17亿,19.5亿
金通灵,2017-12-31,1.79亿,4679万,4949万,8316万,14.6亿
金通灵,2016-12-31,1.88亿,4541万,4552万,9666万,9.46亿
怡达股份,2018-12-31,8989万,1264万,5211万,2514万,11.3亿
怡达股份,2017-12-31,1.01亿,1444万,6042万,2629万,12.1亿
怡达股份,2016-12-31,1.18亿,1459万,5611万,4711万,10.0亿
传艺科技,2018-12-31,9212万,-933万,5086万,5059万,11.4亿
传艺科技,2017-12-31,5180万,1201万,1705万,2273万,6.69亿
传艺科技,2016-12-31,5182万,-1385万,3482万,3086万,5.82亿
国旅联合,2018-12-31,7000万,652万,172万,6175万,2.75亿
国旅联合,2017-12-31,1.10亿,667万,4095万,6215万,2.88亿
国旅联合,2016-12-31,1.35亿,1768万,5420万,6358万,1.17亿
建研院,2018-12-31,1.23亿,-66.8万,4325万,8020万,4.95亿
建研院,2017-12-31,1.09亿,-21.0万,4283万,6671万,4.44亿
建研院,2016-12-31,1.12亿,-10.1万,3654万,7580万,3.92亿
赛摩电气,2018-12-31,1.49亿,755万,7896万,6246万,4.30亿
赛摩电气,2017-12-31,1.12亿,602万,6651万,3953万,4.56亿
赛摩电气,2016-12-31,9336万,57.8万,4855万,4423万,3.31亿
天奇股份,2018-12-31,4.11亿,5789万,1.17亿,2.36亿,35.0亿
天奇股份,2017-12-31,3.92亿,5473万,1.07亿,2.30亿,24.6亿
天奇股份,2016-12-31,4.02亿,2976万,1.08亿,2.65亿,24.4亿
亚振家居,2018-12-31,2.83亿,-189万,1.78亿,1.06亿,4.17亿
亚振家居,2017-12-31,2.27亿,-194万,1.40亿,8948万,5.73亿
亚振家居,2016-12-31,2.36亿,76.2万,1.32亿,1.03亿,5.62亿
精华制药,2018-12-31,2.88亿,310万,1.69亿,1.16亿,13.5亿
精华制药,2017-12-31,2.37亿,246万,1.41亿,9391万,11.2亿
精华制药,2016-12-31,2.41亿,-1076万,1.16亿,1.36亿,8.81亿
综艺股份,2018-12-31,1.84亿,776万,2115万,1.55亿,4.72亿
综艺股份,2017-12-31,2.51亿,4604万,3152万,1.73亿,7.53亿
综艺股份,2016-12-31,2.99亿,2806万,4628万,2.25亿,9.21亿
华昌化工,2018-12-31,4.24亿,6850万,1.92亿,1.64亿,58.1亿
华昌化工,2017-12-31,4.19亿,8506万,1.85亿,1.49亿,53.2亿
华昌化工,2016-12-31,4.01亿,1.04亿,1.48亿,1.49亿,40.2亿
东吴证券,2018-12-31,--,--,--,--,41.6亿
东吴证券,2017-12-31,--,--,--,--,41.4亿
东吴证券,2016-12-31,--,--,--,--,46.5亿
无锡银行,2018-12-31,--,--,--,--,31.9亿
无锡银行,2017-12-31,--,--,--,--,28.5亿
无锡银行,2016-12-31,--,--,--,--,25.2亿
江苏国信,2018-12-31,13.0亿,7.66亿,205万,5.32亿,221亿
江苏国信,2017-12-31,11.7亿,6.66亿,150万,4.99亿,202亿
江苏国信,2016-12-31,14.9亿,8.89亿,329万,5.95亿,168亿
华脉科技,2018-12-31,2.16亿,1183万,1.28亿,7647万,10.3亿
华脉科技,2017-12-31,1.66亿,314万,1.13亿,5028万,11.2亿
华脉科技,2016-12-31,2.07亿,819万,1.21亿,7808万,9.98亿
东方电热,2018-12-31,1.93亿,900万,8558万,9830万,22.4亿
东方电热,2017-12-31,1.66亿,845万,7509万,8222万,17.3亿
东方电热,2016-12-31,1.29亿,-404万,4186万,9123万,9.30亿
今创集团,2018-12-31,5.37亿,6437万,2.00亿,2.73亿,32.3亿
今创集团,2017-12-31,3.95亿,6714万,1.52亿,1.77亿,29.3亿
今创集团,2016-12-31,3.88亿,1652万,1.19亿,2.53亿,25.7亿
红 宝 丽,2018-12-31,2.56亿,3445万,9204万,1.29亿,24.7亿
红 宝 丽,2017-12-31,2.39亿,2785万,8893万,1.22亿,21.7亿
红 宝 丽,2016-12-31,2.41亿,534万,9109万,1.44亿,18.3亿
兴业股份,2018-12-31,1.13亿,420万,6253万,4591万,15.0亿
兴业股份,2017-12-31,8434万,-230万,5229万,3435万,12.8亿
兴业股份,2016-12-31,1.11亿,39.5万,4600万,6436万,8.21亿
宏盛股份,2018-12-31,5039万,-559万,2378万,3221万,4.15亿
宏盛股份,2017-12-31,4937万,451万,2024万,2461万,3.68亿
宏盛股份,2016-12-31,3384万,-867万,1279万,2971万,2.30亿
如通股份,2018-12-31,3616万,-549万,1974万,2192万,2.41亿
如通股份,2017-12-31,3176万,-242万,1500万,1918万,1.97亿
如通股份,2016-12-31,4153万,-761万,1928万,2986万,2.13亿
亚星客车,2018-12-31,2.82亿,9293万,1.37亿,5192万,24.6亿
亚星客车,2017-12-31,2.81亿,7047万,1.63亿,4757万,23.9亿
亚星客车,2016-12-31,3.66亿,5026万,1.92亿,1.23亿,34.0亿
南京新百,2018-12-31,38.0亿,2.25亿,23.2亿,12.5亿,145亿
南京新百,2017-12-31,56.5亿,3.05亿,38.9亿,14.5亿,191亿
南京新百,2016-12-31,52.4亿,2.77亿,38.3亿,11.4亿,170亿
中衡设计,2018-12-31,1.38亿,-54.0万,--,1.39亿,18.7亿
中衡设计,2017-12-31,1.21亿,-106万,--,1.22亿,14.5亿
中衡设计,2016-12-31,1.16亿,630万,--,1.10亿,9.12亿
金陵药业,2018-12-31,4.34亿,-204万,1.64亿,2.72亿,29.0亿
金陵药业,2017-12-31,4.46亿,474万,1.66亿,2.75亿,31.9亿
金陵药业,2016-12-31,4.47亿,202万,1.32亿,3.14亿,35.8亿
三六五网,2018-12-31,3.26亿,2767万,2.25亿,7365万,5.09亿
三六五网,2017-12-31,2.92亿,239万,2.14亿,7579万,4.73亿
三六五网,2016-12-31,4.52亿,-431万,3.45亿,1.12亿,5.98亿
航天晨光,2018-12-31,4.42亿,330万,2.19亿,2.19亿,26.3亿
航天晨光,2017-12-31,4.77亿,2197万,2.07亿,2.48亿,26.4亿
航天晨光,2016-12-31,6.04亿,1250万,2.31亿,3.61亿,31.8亿
科华控股,2018-12-31,1.43亿,2961万,5435万,5948万,13.8亿
科华控股,2017-12-31,1.06亿,2923万,2240万,5439万,9.17亿
科华控股,2016-12-31,1.28亿,946万,1445万,1.04亿,7.35亿
海达股份,2018-12-31,2.00亿,1933万,1.29亿,5223万,21.3亿
海达股份,2017-12-31,1.41亿,807万,9131万,4138万,12.9亿
海达股份,2016-12-31,1.32亿,-30.3万,5907万,7322万,8.56亿
南卫股份,2018-12-31,4436万,-729万,1367万,3798万,4.80亿
南卫股份,2017-12-31,5597万,1016万,1319万,3261万,4.89亿
